Sample	GeneID	IsoformID	Coverage	m6A_Site	ModFreq
HepG2	ENSG00000143878	ENST00000272233_0	846	20447734	0.1276595744680851
HepG2	ENSG00000143878	ENST00000272233_0	846	20448106	0.09810874704491726
HepG2	ENSG00000143878	ENST00000272233_0	846	20447659	0.04728132387706856
HepG2	ENSG00000132386	ENST00000254722_0	2228	1777349	0.09515260323159784
HepG2	ENSG00000132386	ENST00000254722_0	2228	1777430	0.04937163375224417
HepG2	ENSG00000132386	ENST00000572517_0	91	1777349	0.08791208791208792
HepG2	ENSG00000132386	ENST00000572517_0	91	1777430	0.0
HepG2	ENSG00000169564	ENST00000303577_0	1082	70087770	0.09611829944547134
HepG2	ENSG00000100804	ENST00000361611_0	1673	23034822	0.052002390914524806
HepG2	ENSG00000100804	ENST00000361611_0	1673	23026032	0.04004781829049611
HepG2	ENSG00000100804	ENST00000493471_0	19	23034822	0.05263157894736842
HepG2	ENSG00000100804	ENST00000493471_0	19	23026032	0.0
HepG2	ENSG00000135069	ENST00000376588_0	1376	78329391	0.2449127906976744
HepG2	ENSG00000135069	ENST00000376588_0	1376	78329262	0.059593023255813955
HepG2	ENSG00000250722	ENST00000514985_0	1969	42801224	0.0792280345352971
HepG2	ENSG00000125968	ENST00000376112_0	1163	31606309	0.11693895098882201
HepG2	ENSG00000125968	ENST00000376105_0	56	31606309	0.10714285714285714
HepG2	ENSG00000145741	ENST00000335895_0	1804	73505379	0.05709534368070954
HepG2	ENSG00000145741	ENST00000380591_0	82	73505379	0.07317073170731707
HepG2	ENSG00000151655	ENST00000358415_0	910	7727767	0.06043956043956044
HepG2	ENSG00000134333	ENST00000422447_0	1407	18407398	0.2501776830135039
HepG2	ENSG00000132507	ENST00000336458_0	1206	7311909	0.06550580431177445
HepG2	ENSG00000132507	ENST00000419711_0	64	7311909	0.046875
HepG2	ENSG00000166794	ENST00000300026_0	1017	64155887	0.26253687315634217
HepG2	ENSG00000213719	ENST00000375784_0	1600	31730829	0.169375
HepG2	ENSG00000213719	ENST00000375784_0	1600	31730764	0.069375
HepG2	ENSG00000213719	ENST00000616760_0	27	31730764	0.07407407407407407
HepG2	ENSG00000213719	ENST00000616760_0	27	31730829	0.25925925925925924
HepG2	ENSG00000169908	ENST00000305366_0	890	149369327	0.09775280898876404
HepG2	ENSG00000187840	ENST00000338825_0	1411	38060209	0.10772501771793054
HepG2	ENSG00000187840	ENST00000338825_0	1411	38059928	0.27285613040396883
HepG2	ENSG00000166710	ENST00000648006_0	1365	44715591	0.10329670329670329
HepG2	ENSG00000172216	ENST00000303004_0	469	50191581	0.1257995735607676
HepG2	ENSG00000172216	ENST00000303004_0	469	50192440	0.34541577825159914
HepG2	ENSG00000172216	ENST00000303004_0	469	50192112	0.16204690831556504
HepG2	ENSG00000044574	ENST00000324460_0	1058	125236553	0.29206049149338376
HepG2	ENSG00000117394	ENST00000426263_0	816	42926881	0.12622549019607843
HepG2	ENSG00000117394	ENST00000426263_0	816	42926965	0.10784313725490197
HepG2	ENSG00000117394	ENST00000426263_0	816	42926639	0.22303921568627452
HepG2	ENSG00000117394	ENST00000426263_0	816	42926654	0.1053921568627451
HepG2	ENSG00000117394	ENST00000426263_0	816	42926692	0.08088235294117647
HepG2	ENSG00000117394	ENST00000426263_0	816	42926848	0.07107843137254902
HepG2	ENSG00000117394	ENST00000426263_1	356	42926848	0.11235955056179775
HepG2	ENSG00000117394	ENST00000426263_1	356	42926639	0.2247191011235955
HepG2	ENSG00000117394	ENST00000426263_1	356	42926654	0.1404494382022472
HepG2	ENSG00000117394	ENST00000426263_1	356	42926881	0.10393258426966293
HepG2	ENSG00000117394	ENST00000426263_1	356	42926965	0.09831460674157304
HepG2	ENSG00000117394	ENST00000426263_1	356	42926692	0.12640449438202248
HepG2	ENSG00000100867	ENST00000250383_0	1017	23636669	0.10324483775811209
HepG2	ENSG00000100867	ENST00000250383_0	1017	23645427	0.05014749262536873
HepG2	ENSG00000100867	ENST00000250383_0	1017	23645159	0.05211406096361849
HepG2	ENSG00000100867	ENST00000250383_0	1017	23636555	0.04424778761061947
HepG2	ENSG00000100867	ENST00000344777_0	12	23645427	0.16666666666666666
HepG2	ENSG00000100867	ENST00000344777_0	12	23636555	0.08333333333333333
HepG2	ENSG00000100867	ENST00000344777_0	12	23636669	0.0
HepG2	ENSG00000100867	ENST00000344777_0	12	23645159	0.0
HepG2	ENSG00000167004	ENST00000300289_0	1098	43771249	0.29326047358834245
HepG2	ENSG00000167004	ENST00000686402_0	87	43771249	0.25287356321839083
HepG2	ENSG00000167004	ENST00000687794_0	9	43771249	0.2222222222222222
HepG2	ENSG00000167004	ENST00000687794_1	19	43771249	0.10526315789473684
HepG2	ENSG00000135486	ENST00000546500_0	487	54284712	0.17248459958932238
HepG2	ENSG00000135486	ENST00000340913_0	74	54284712	0.14864864864864866
HepG2	ENSG00000135486	ENST00000677249_0	89	54284712	0.1797752808988764
HepG2	ENSG00000130522	ENST00000252818_0	498	18280261	0.18072289156626506
HepG2	ENSG00000130522	ENST00000252818_0	498	18280365	0.06827309236947791
HepG2	ENSG00000162545	ENST00000375078_0	318	20482914	0.040880503144654086
HepG2	ENSG00000162545	ENST00000375078_0	318	20482746	0.08490566037735849
HepG2	ENSG00000123416	ENST00000336023_0	956	49129373	0.0502092050209205
HepG2	ENSG00000182512	ENST00000331334_0	659	95544174	0.4628224582701062
HepG2	ENSG00000182512	ENST00000331334_0	659	95544310	0.19726858877086495
HepG2	ENSG00000182512	ENST00000331334_0	659	95544049	0.06069802731411229
HepG2	ENSG00000182512	ENST00000331334_1	252	95544174	0.4722222222222222
HepG2	ENSG00000182512	ENST00000331334_1	252	95544310	0.21428571428571427
HepG2	ENSG00000182512	ENST00000331334_1	252	95544049	0.07142857142857142
HepG2	ENSG00000179918	ENST00000478753_0	732	30443773	0.12704918032786885
HepG2	ENSG00000179918	ENST00000478753_0	732	30444756	0.13387978142076504
HepG2	ENSG00000179918	ENST00000478753_0	732	30443976	0.16939890710382513
HepG2	ENSG00000179918	ENST00000478753_0	732	30444356	0.25956284153005466
HepG2	ENSG00000179918	ENST00000478753_0	732	30445315	0.2103825136612022
HepG2	ENSG00000179918	ENST00000478753_0	732	30445369	0.09972677595628415
HepG2	ENSG00000179918	ENST00000478753_0	732	30445503	0.05327868852459016
HepG2	ENSG00000173660	ENST00000311672_0	633	46316593	0.045813586097946286
HepG2	ENSG00000173660	ENST00000496387_0	72	46316593	0.027777777777777776
HepG2	ENSG00000100902	ENST00000261479_0	269	35317438	0.048327137546468404
HepG2	ENSG00000100902	ENST00000622405_0	16	35317438	0.0625
HepG2	ENSG00000260032	ENST00000565493_0	5	36048161	0.4
HepG2	ENSG00000260032	ENST00000565493_0	5	36048972	0.4
HepG2	ENSG00000260032	ENST00000565493_0	5	36049891	0.2
HepG2	ENSG00000204435	ENST00000375882_0	1052	31667909	0.04277566539923954
HepG2	ENSG00000165389	ENST00000298130_0	1158	34434526	0.08894645941278066
HepG2	ENSG00000165389	ENST00000298130_0	1158	34435082	0.055267702936096716
HepG2	ENSG00000107223	ENST00000224073_0	1044	136862324	0.10919540229885058
HepG2	ENSG00000107223	ENST00000371649_0	78	136862324	0.2564102564102564
HepG2	ENSG00000177733	ENST00000314940_0	154	137752879	0.23376623376623376
HepG2	ENSG00000177733	ENST00000314940_0	154	137752904	0.2857142857142857
HepG2	ENSG00000177733	ENST00000314940_0	154	137753203	0.42857142857142855
HepG2	ENSG00000177733	ENST00000314940_0	154	137753973	0.23376623376623376
HepG2	ENSG00000177733	ENST00000314940_0	154	137753963	0.2792207792207792
HepG2	ENSG00000177733	ENST00000314940_0	154	137752947	0.15584415584415584
HepG2	ENSG00000177733	ENST00000314940_0	154	137752741	0.07142857142857142
HepG2	ENSG00000177733	ENST00000314940_1	290	137752904	0.30344827586206896
HepG2	ENSG00000177733	ENST00000314940_1	290	137752879	0.14482758620689656
HepG2	ENSG00000177733	ENST00000314940_1	290	137752947	0.1793103448275862
HepG2	ENSG00000177733	ENST00000314940_1	290	137753963	0.2689655172413793
HepG2	ENSG00000177733	ENST00000314940_1	290	137753203	0.3793103448275862
HepG2	ENSG00000177733	ENST00000314940_1	290	137752741	0.05862068965517241
HepG2	ENSG00000177733	ENST00000314940_1	290	137753973	0.23793103448275862
HepG2	ENSG00000143870	ENST00000272227_0	563	10784188	0.056838365896980464
HepG2	ENSG00000185883	ENST00000330398_0	699	2519929	0.0844062947067239
HepG2	ENSG00000161960	ENST00000293831_0	403	7578804	0.04218362282878412
HepG2	ENSG00000141505	ENST00000269299_0	945	7173774	0.1746031746031746
HepG2	ENSG00000141505	ENST00000619926_0	53	7173774	0.16981132075471697
HepG2	ENSG00000171314	ENST00000334828_0	728	97432834	0.25137362637362637
HepG2	ENSG00000101084	ENST00000344795_0	489	36612092	0.09815950920245399
HepG2	ENSG00000101084	ENST00000483815_0	32	36612092	0.0
HepG2	ENSG00000101084	ENST00000342422_0	9	36612092	0.1111111111111111
HepG2	ENSG00000184840	ENST00000332598_0	963	177595495	0.25752855659397716
HepG2	ENSG00000164379	ENST00000296839_0	148	1312690	0.14864864864864866
HepG2	ENSG00000164379	ENST00000296839_0	148	1312838	0.33783783783783783
HepG2	ENSG00000164379	ENST00000296839_0	148	1314183	0.41216216216216217
HepG2	ENSG00000164379	ENST00000296839_0	148	1313987	0.14864864864864866
HepG2	ENSG00000164379	ENST00000296839_0	148	1314123	0.033783783783783786
HepG2	ENSG00000164379	ENST00000296839_0	148	1313276	0.013513513513513514
HepG2	ENSG00000132031	ENST00000407540_0	727	20006193	0.2723521320495186
HepG2	ENSG00000132031	ENST00000407540_0	727	19993126	0.10178817056396149
HepG2	ENSG00000132031	ENST00000407540_0	727	19994312	0.04401650618982118
HepG2	ENSG00000250479	ENST00000484558_0	837	23766205	0.06451612903225806
HepG2	ENSG00000115738	ENST00000396290_0	314	8683872	0.18471337579617833
HepG2	ENSG00000115738	ENST00000396290_0	314	8683900	0.03503184713375796
HepG2	ENSG00000115738	ENST00000396290_0	314	8683798	0.0732484076433121
HepG2	ENSG00000115738	ENST00000396290_0	314	8684004	0.05732484076433121
HepG2	ENSG00000115738	ENST00000396290_1	693	8683872	0.18037518037518038
HepG2	ENSG00000115738	ENST00000396290_1	693	8683900	0.05772005772005772
HepG2	ENSG00000115738	ENST00000396290_1	693	8683798	0.10966810966810966
HepG2	ENSG00000115738	ENST00000396290_1	693	8684004	0.049062049062049064
HepG2	ENSG00000101444	ENST00000217426_0	1069	34280677	0.17399438727782976
HepG2	ENSG00000178741	ENST00000322347_0	824	74920308	0.0691747572815534
HepG2	ENSG00000178741	ENST00000567270_0	21	74920308	0.047619047619047616
HepG2	ENSG00000175899	ENST00000318602_0	227	9072775	0.07929515418502203
HepG2	ENSG00000178952	ENST00000313511_0	737	28842855	0.3948439620081411
HepG2	ENSG00000137876	ENST00000260443_0	449	55181629	0.0779510022271715
HepG2	ENSG00000137876	ENST00000677730_0	37	55181629	0.16216216216216217
HepG2	ENSG00000108953	ENST00000264335_0	798	1345200	0.07769423558897243
HepG2	ENSG00000108953	ENST00000571732_0	37	1345200	0.10810810810810811
HepG2	ENSG00000101255	ENST00000217233_0	197	396401	0.08629441624365482
HepG2	ENSG00000101255	ENST00000217233_0	197	396630	0.3147208121827411
HepG2	ENSG00000101255	ENST00000217233_0	197	397083	0.2233502538071066
HepG2	ENSG00000101255	ENST00000217233_0	197	397332	0.04060913705583756
HepG2	ENSG00000101255	ENST00000217233_0	197	396566	0.08121827411167512
HepG2	ENSG00000123144	ENST00000242784_0	724	12730930	0.2085635359116022
HepG2	ENSG00000123144	ENST00000242784_0	724	12730812	0.13535911602209943
HepG2	ENSG00000123144	ENST00000242784_0	724	12730868	0.04834254143646409
HepG2	ENSG00000175768	ENST00000321301_0	699	37588790	0.08583690987124463
HepG2	ENSG00000175768	ENST00000321301_0	699	37588803	0.296137339055794
HepG2	ENSG00000239264	ENST00000379757_0	678	7882817	0.19469026548672566
HepG2	ENSG00000101608	ENST00000217652_0	441	3256077	0.2108843537414966
HepG2	ENSG00000101608	ENST00000579226_0	3	3256077	0.3333333333333333
HepG2	ENSG00000101608	ENST00000579226_1	5	3256077	0.2
HepG2	ENSG00000196531	ENST00000393891_0	86	56725190	0.09302325581395349
HepG2	ENSG00000155368	ENST00000355857_0	698	119372322	0.045845272206303724
HepG2	ENSG00000253368	ENST00000522111_0	319	26999887	0.050156739811912224
HepG2	ENSG00000184076	ENST00000330029_0	400	29769872	0.0875
HepG2	ENSG00000184076	ENST00000401406_0	102	29769872	0.13725490196078433
HepG2	ENSG00000164733	ENST00000353047_0	613	11845019	0.19249592169657423
HepG2	ENSG00000164733	ENST00000453527_0	52	11845019	0.21153846153846154
HepG2	ENSG00000164733	ENST00000678242_0	27	11845019	0.2222222222222222
HepG2	ENSG00000164733	ENST00000679214_0	43	11845019	0.20930232558139536
HepG2	ENSG00000164713	ENST00000297290_0	546	98291334	0.17582417582417584
HepG2	ENSG00000067225	ENST00000335181_0	693	72199402	0.03607503607503607
HepG2	ENSG00000086061	ENST00000330899_0	313	33038963	0.2364217252396166
HepG2	ENSG00000086061	ENST00000330899_0	313	33038803	0.10862619808306709
HepG2	ENSG00000148834	ENST00000369713_0	832	104267341	0.051682692307692304
HepG2	ENSG00000148834	ENST00000369710_0	26	104267341	0.07692307692307693
HepG2	ENSG00000131669	ENST00000375446_0	676	93121911	0.09615384615384616
HepG2	ENSG00000131669	ENST00000375446_0	676	93121852	0.08875739644970414
HepG2	ENSG00000131669	ENST00000375446_0	676	93121731	0.09467455621301775
HepG2	ENSG00000125977	ENST00000374980_0	580	34089682	0.1482758620689655
HepG2	ENSG00000189403	ENST00000341423_0	120	30460329	0.03333333333333333
HepG2	ENSG00000171490	ENST00000571133_0	701	11837681	0.2867332382310984
HepG2	ENSG00000171490	ENST00000571133_0	701	11837390	0.04850213980028531
HepG2	ENSG00000171490	ENST00000571133_0	701	11837900	0.08701854493580599
HepG2	ENSG00000171490	ENST00000571133_0	701	11837497	0.047075606276747506
HepG2	ENSG00000172115	ENST00000305786_0	479	25123552	0.037578288100208766
HepG2	ENSG00000197746	ENST00000394936_0	441	71816361	0.034013605442176874
HepG2	ENSG00000177732	ENST00000342665_0	81	328043	0.07407407407407407
HepG2	ENSG00000177732	ENST00000342665_0	81	328705	0.1111111111111111
HepG2	ENSG00000177732	ENST00000342665_0	81	328008	0.08641975308641975
HepG2	ENSG00000177732	ENST00000342665_0	81	328683	0.07407407407407407
HepG2	ENSG00000177732	ENST00000342665_0	81	328096	0.09876543209876543
HepG2	ENSG00000166913	ENST00000353703_0	314	44906956	0.11464968152866242
HepG2	ENSG00000166913	ENST00000372839_0	69	44906956	0.17391304347826086
HepG2	ENSG00000132646	ENST00000379143_0	640	5119677	0.071875
HepG2	ENSG00000115310	ENST00000317610_0	219	55050062	0.1141552511415525
HepG2	ENSG00000115310	ENST00000317610_0	219	54972369	0.136986301369863
HepG2	ENSG00000122705	ENST00000345519_0	415	36211871	0.06265060240963856
HepG2	ENSG00000134419	ENST00000322989_0	299	18782969	0.043478260869565216
HepG2	ENSG00000134419	ENST00000563390_0	34	18782969	0.0
HepG2	ENSG00000134419	ENST00000565420_0	10	18790135	0.1
HepG2	ENSG00000134419	ENST00000565420_0	10	18782969	0.0
HepG2	ENSG00000143106	ENST00000271308_0	632	109401983	0.07278481012658228
HepG2	ENSG00000143106	ENST00000271308_0	632	109402020	0.11550632911392406
HepG2	ENSG00000214274	ENST00000336811_0	239	20694125	0.0794979079497908
HepG2	ENSG00000214274	ENST00000397990_0	79	20694125	0.05063291139240506
HepG2	ENSG00000108179	ENST00000225174_0	375	79354136	0.112
HepG2	ENSG00000108179	ENST00000225174_0	375	79354214	0.44266666666666665
HepG2	ENSG00000108179	ENST00000225174_0	375	79354003	0.064
HepG2	ENSG00000108179	ENST00000225174_0	375	79353823	0.09866666666666667
HepG2	ENSG00000108179	ENST00000225174_0	375	79354067	0.12533333333333332
HepG2	ENSG00000067560	ENST00000418115_0	289	49359326	0.07958477508650519
HepG2	ENSG00000105669	ENST00000262812_0	413	18906956	0.002421307506053269
HepG2	ENSG00000168374	ENST00000303436_0	404	57572112	0.08663366336633663
HepG2	ENSG00000168374	ENST00000303436_0	404	57572248	0.024752475247524754
HepG2	ENSG00000161011	ENST00000389805_0	484	179837073	0.045454545454545456
HepG2	ENSG00000115128	ENST00000233468_0	264	24067738	0.041666666666666664
HepG2	ENSG00000049449	ENST00000054950_0	436	32105449	0.1628440366972477
HepG2	ENSG00000049449	ENST00000054950_0	436	32104639	0.09174311926605505
HepG2	ENSG00000049449	ENST00000054950_0	436	32104497	0.1444954128440367
HepG2	ENSG00000273604	ENST00000621654_0	83	38673465	0.12048192771084337
HepG2	ENSG00000273604	ENST00000621654_0	83	38672984	0.1686746987951807
HepG2	ENSG00000273604	ENST00000621654_0	83	38673322	0.04819277108433735
HepG2	ENSG00000273604	ENST00000621654_0	83	38673348	0.10843373493975904
HepG2	ENSG00000273604	ENST00000621654_0	83	38673234	0.10843373493975904
HepG2	ENSG00000273604	ENST00000621654_0	83	38673705	0.08433734939759036
HepG2	ENSG00000155463	ENST00000285848_0	580	22771604	0.21379310344827587
HepG2	ENSG00000155463	ENST00000285848_0	580	22768101	0.0706896551724138
HepG2	ENSG00000155463	ENST00000285848_0	580	22771622	0.029310344827586206
HepG2	ENSG00000228474	ENST00000456793_0	398	27070493	0.04522613065326633
HepG2	ENSG00000169021	ENST00000304863_0	162	29207783	0.2716049382716049
HepG2	ENSG00000169021	ENST00000304863_0	162	29207538	0.22839506172839505
HepG2	ENSG00000169021	ENST00000304863_0	162	29207544	0.04938271604938271
HepG2	ENSG00000169021	ENST00000304863_0	162	29207494	0.030864197530864196
HepG2	ENSG00000169021	ENST00000304863_1	203	29207783	0.2561576354679803
HepG2	ENSG00000169021	ENST00000304863_1	203	29207494	0.08374384236453201
HepG2	ENSG00000169021	ENST00000304863_1	203	29207544	0.12807881773399016
HepG2	ENSG00000169021	ENST00000304863_1	203	29207538	0.10837438423645321
HepG2	ENSG00000245848	ENST00000498907_0	69	33300258	0.08695652173913043
HepG2	ENSG00000245848	ENST00000498907_0	69	33301294	0.15942028985507245
HepG2	ENSG00000245848	ENST00000498907_0	69	33301234	0.2318840579710145
HepG2	ENSG00000245848	ENST00000498907_0	69	33301165	0.13043478260869565
HepG2	ENSG00000245848	ENST00000498907_0	69	33301408	0.057971014492753624
HepG2	ENSG00000136238	ENST00000348035_0	242	6402659	0.008264462809917356
HepG2	ENSG00000136238	ENST00000348035_1	252	6403154	0.023809523809523808
HepG2	ENSG00000136238	ENST00000348035_1	252	6402659	0.023809523809523808
HepG2	ENSG00000153048	ENST00000311052_0	393	8855124	0.058524173027989825
HepG2	ENSG00000153048	ENST00000311052_0	393	8855182	0.04580152671755725
HepG2	ENSG00000110696	ENST00000228136_0	385	16755166	0.07532467532467532
HepG2	ENSG00000186184	ENST00000302979_0	607	27623104	0.07742998352553541
HepG2	ENSG00000186184	ENST00000302979_0	607	27623207	0.342668863261944
HepG2	ENSG00000186184	ENST00000399697_1	25	27667198	0.04
HepG2	ENSG00000103202	ENST00000219479_0	259	400537	0.11583011583011583
HepG2	ENSG00000103202	ENST00000219479_1	229	400537	0.1615720524017467
HepG2	ENSG00000257017	ENST00000355906_0	496	72060859	0.2721774193548387
HepG2	ENSG00000257017	ENST00000355906_0	496	72060316	0.1028225806451613
HepG2	ENSG00000257017	ENST00000565574_0	47	72060859	0.23404255319148937
HepG2	ENSG00000257017	ENST00000565574_0	47	72060316	0.19148936170212766
HepG2	ENSG00000256338	ENST00000544920_0	534	28315854	0.16292134831460675
HepG2	ENSG00000256338	ENST00000544920_0	534	28315994	0.15543071161048688
HepG2	ENSG00000256338	ENST00000544920_0	534	28315965	0.06367041198501873
HepG2	ENSG00000131910	ENST00000254227_0	559	26911682	0.18783542039355994
HepG2	ENSG00000131910	ENST00000254227_0	559	26911667	0.09302325581395349
HepG2	ENSG00000131910	ENST00000254227_0	559	26911864	0.05366726296958855
HepG2	ENSG00000101474	ENST00000217456_0	438	24963207	0.11643835616438356
HepG2	ENSG00000116661	ENST00000354287_0	503	11648469	0.0775347912524851
HepG2	ENSG00000119888	ENST00000263735_0	172	47386657	0.046511627906976744
HepG2	ENSG00000119888	ENST00000263735_0	172	47386851	0.040697674418604654
HepG2	ENSG00000119888	ENST00000263735_1	164	47386851	0.07926829268292683
HepG2	ENSG00000119888	ENST00000263735_1	164	47386657	0.018292682926829267
HepG2	ENSG00000188229	ENST00000340384_0	425	137242645	0.03294117647058824
HepG2	ENSG00000113732	ENST00000519374_0	405	173034753	0.12839506172839507
HepG2	ENSG00000147872	ENST00000276914_0	397	19116294	0.11083123425692695
HepG2	ENSG00000155876	ENST00000380527_0	267	19049844	0.23220973782771537
HepG2	ENSG00000155876	ENST00000380527_0	267	19049964	0.14232209737827714
HepG2	ENSG00000137331	ENST00000259874_0	377	30743844	0.21220159151193635
HepG2	ENSG00000137331	ENST00000259874_0	377	30743988	0.042440318302387266
HepG2	ENSG00000137331	ENST00000259874_0	377	30743535	0.10610079575596817
HepG2	ENSG00000137331	ENST00000259874_0	377	30743976	0.0636604774535809
HepG2	ENSG00000164405	ENST00000498309_0	21	132867418	0.2857142857142857
HepG2	ENSG00000062582	ENST00000317534_0	529	43866606	0.1285444234404537
HepG2	ENSG00000062582	ENST00000418740_0	43	43866606	0.06976744186046512
HepG2	ENSG00000062582	ENST00000418740_1	66	43866606	0.07575757575757576
HepG2	ENSG00000114784	ENST00000232905_0	246	40312107	0.22357723577235772
HepG2	ENSG00000160075	ENST00000291386_0	424	1564879	0.05660377358490566
HepG2	ENSG00000160075	ENST00000291386_0	424	1541741	0.18396226415094338
HepG2	ENSG00000204386	ENST00000375631_0	542	31859553	0.3173431734317343
HepG2	ENSG00000204386	ENST00000375631_0	542	31859682	0.3800738007380074
HepG2	ENSG00000204386	ENST00000375631_0	542	31859446	0.07749077490774908
HepG2	ENSG00000213585	ENST00000395044_0	367	133972348	0.07901907356948229
HepG2	ENSG00000213585	ENST00000395044_0	367	133972063	0.07901907356948229
HepG2	ENSG00000213585	ENST00000395047_0	18	133972348	0.05555555555555555
HepG2	ENSG00000213585	ENST00000395047_0	18	133972063	0.0
HepG2	ENSG00000179091	ENST00000318911_0	533	144096031	0.00375234521575985
HepG2	ENSG00000103035	ENST00000219313_0	150	74305358	0.14
HepG2	ENSG00000103035	ENST00000219313_1	255	74306071	0.06666666666666667
HepG2	ENSG00000103035	ENST00000219313_1	255	74305903	0.12549019607843137
HepG2	ENSG00000103035	ENST00000219313_1	255	74305358	0.10980392156862745
HepG2	ENSG00000173272	ENST00000309451_0	444	131484048	0.04954954954954955
HepG2	ENSG00000179218	ENST00000316448_0	634	12943936	0.23659305993690852
HepG2	ENSG00000179218	ENST00000316448_0	634	12944390	0.07570977917981073
HepG2	ENSG00000069849	ENST00000286371_0	344	141925765	0.14244186046511628
HepG2	ENSG00000136240	ENST00000258739_0	113	6462435	0.07964601769911504
HepG2	ENSG00000188488	ENST00000554866_0	290	94587853	0.30689655172413793
HepG2	ENSG00000188488	ENST00000554866_0	290	94587919	0.2517241379310345
HepG2	ENSG00000188488	ENST00000554866_0	290	94590264	0.23103448275862068
HepG2	ENSG00000188488	ENST00000554866_0	290	94587502	0.296551724137931
HepG2	ENSG00000188488	ENST00000554866_0	290	94592778	0.1206896551724138
HepG2	ENSG00000188488	ENST00000329597_0	144	94587502	0.3541666666666667
HepG2	ENSG00000188488	ENST00000329597_0	144	94590264	0.22916666666666666
HepG2	ENSG00000188488	ENST00000329597_0	144	94592778	0.1527777777777778
HepG2	ENSG00000188488	ENST00000329597_0	144	94587853	0.3819444444444444
HepG2	ENSG00000188488	ENST00000329597_0	144	94587919	0.2152777777777778
HepG2	ENSG00000124802	ENST00000379715_0	136	8079820	0.14705882352941177
HepG2	ENSG00000124802	ENST00000379715_0	136	8079911	0.022058823529411766
HepG2	ENSG00000124802	ENST00000379715_1	298	8079911	0.0436241610738255
HepG2	ENSG00000124802	ENST00000379715_1	298	8079820	0.12080536912751678
HepG2	ENSG00000131495	ENST00000252102_0	259	140645535	0.0694980694980695
