Sample	GeneID	Coverage	m6A_Site	ModFreq
HepG2	ENSG00000130522	135	18280365	0.05925925925925926
HepG2	ENSG00000162545	104	20482746	0.10576923076923077
HepG2	ENSG00000162545	104	20482914	0.14423076923076922
HepG2	ENSG00000123416	489	49129373	0.03885480572597137
HepG2	ENSG00000182512	327	95544174	0.654434250764526
HepG2	ENSG00000182512	327	95544310	0.308868501529052
HepG2	ENSG00000182512	327	95544049	0.08256880733944955
HepG2	ENSG00000179918	196	30443773	0.15306122448979592
HepG2	ENSG00000179918	196	30443976	0.25510204081632654
HepG2	ENSG00000179918	196	30444356	0.25510204081632654
HepG2	ENSG00000179918	196	30445369	0.1836734693877551
HepG2	ENSG00000179918	196	30445315	0.3469387755102041
HepG2	ENSG00000179918	196	30445503	0.061224489795918366
HepG2	ENSG00000179918	196	30444756	0.16326530612244897
HepG2	ENSG00000173660	495	46316593	0.044444444444444446
HepG2	ENSG00000100902	320	35317438	0.071875
HepG2	ENSG00000204435	454	31667909	0.05506607929515418
HepG2	ENSG00000165389	372	34434526	0.12365591397849462
HepG2	ENSG00000165389	372	34435082	0.13978494623655913
HepG2	ENSG00000107223	380	136862324	0.15789473684210525
HepG2	ENSG00000177733	134	137752879	0.2462686567164179
HepG2	ENSG00000177733	134	137753203	0.417910447761194
HepG2	ENSG00000177733	134	137752904	0.5298507462686567
HepG2	ENSG00000177733	134	137753963	0.30597014925373134
HepG2	ENSG00000177733	134	137752741	0.17164179104477612
HepG2	ENSG00000177733	134	137752947	0.3208955223880597
HepG2	ENSG00000177733	134	137753973	0.2835820895522388
HepG2	ENSG00000143870	185	10784188	0.05945945945945946
HepG2	ENSG00000185883	289	2519929	0.03806228373702422
HepG2	ENSG00000161960	234	7578804	0.05555555555555555
HepG2	ENSG00000141505	272	7173774	0.20220588235294118
HepG2	ENSG00000171314	276	97432834	0.32608695652173914
HepG2	ENSG00000101084	170	36612092	0.13529411764705881
HepG2	ENSG00000184840	358	177595495	0.22625698324022347
HepG2	ENSG00000164379	33	1314183	0.6060606060606061
HepG2	ENSG00000164379	33	1312838	0.2727272727272727
HepG2	ENSG00000164379	33	1313276	0.030303030303030304
HepG2	ENSG00000164379	33	1313987	0.21212121212121213
HepG2	ENSG00000164379	33	1314123	0.06060606060606061
HepG2	ENSG00000164379	33	1312690	0.15151515151515152
HepG2	ENSG00000132031	403	19993126	0.19106699751861042
HepG2	ENSG00000132031	403	19994312	0.07444168734491315
HepG2	ENSG00000132031	403	20006193	0.19602977667493796
HepG2	ENSG00000250479	351	23766205	0.05698005698005698
HepG2	ENSG00000115738	356	8683872	0.33707865168539325
HepG2	ENSG00000115738	356	8683798	0.199438202247191
HepG2	ENSG00000115738	356	8683900	0.17696629213483145
HepG2	ENSG00000115738	356	8684004	0.09269662921348315
HepG2	ENSG00000101444	377	34280677	0.26790450928381965
HepG2	ENSG00000178741	416	74920308	0.05048076923076923
HepG2	ENSG00000175899	612	9072775	0.027777777777777776
HepG2	ENSG00000178952	260	28842855	0.35384615384615387
HepG2	ENSG00000137876	301	55181629	0.08305647840531562
HepG2	ENSG00000108953	278	1345200	0.10071942446043165
HepG2	ENSG00000101255	61	396566	0.18032786885245902
HepG2	ENSG00000101255	61	396630	0.5081967213114754
HepG2	ENSG00000101255	61	397083	0.45901639344262296
HepG2	ENSG00000101255	61	396401	0.21311475409836064
HepG2	ENSG00000101255	61	397332	0.13114754098360656
HepG2	ENSG00000123144	172	12730930	0.1744186046511628
HepG2	ENSG00000123144	172	12730868	0.0755813953488372
HepG2	ENSG00000123144	172	12730812	0.14534883720930233
HepG2	ENSG00000175768	260	37588803	0.43846153846153846
HepG2	ENSG00000175768	260	37588790	0.12692307692307692
HepG2	ENSG00000239264	342	7882817	0.4444444444444444
HepG2	ENSG00000101608	231	3256077	0.341991341991342
HepG2	ENSG00000155368	370	119372322	0.06756756756756757
HepG2	ENSG00000253368	78	26999887	0.08974358974358974
HepG2	ENSG00000184076	451	29769872	0.2838137472283814
HepG2	ENSG00000164733	377	11845019	0.29973474801061006
HepG2	ENSG00000164713	217	98291334	0.23963133640552994
HepG2	ENSG00000067225	351	72199402	0.07122507122507123
HepG2	ENSG00000104408	537	108233503	0.01303538175046555
HepG2	ENSG00000086061	118	33038963	0.3728813559322034
HepG2	ENSG00000086061	118	33038803	0.1694915254237288
HepG2	ENSG00000148834	277	104267341	0.07220216606498195
HepG2	ENSG00000131669	268	93121852	0.05223880597014925
HepG2	ENSG00000131669	268	93121731	0.11940298507462686
HepG2	ENSG00000131669	268	93121911	0.05970149253731343
HepG2	ENSG00000125977	265	34089682	0.22641509433962265
HepG2	ENSG00000189403	140	30460329	0.05
HepG2	ENSG00000171490	218	11837497	0.06880733944954129
HepG2	ENSG00000171490	218	11837681	0.5458715596330275
HepG2	ENSG00000171490	218	11837390	0.11467889908256881
HepG2	ENSG00000171490	218	11837900	0.1834862385321101
HepG2	ENSG00000172115	219	25123552	0.091324200913242
HepG2	ENSG00000197746	181	71816361	0.0718232044198895
HepG2	ENSG00000177732	11	328008	0.18181818181818182
HepG2	ENSG00000177732	11	328043	0.09090909090909091
HepG2	ENSG00000177732	11	328096	0.5454545454545454
HepG2	ENSG00000177732	11	328683	0.2727272727272727
HepG2	ENSG00000177732	11	328705	0.09090909090909091
HepG2	ENSG00000166913	153	44906956	0.20261437908496732
HepG2	ENSG00000132646	304	5119677	0.08223684210526316
HepG2	ENSG00000115310	82	54972369	0.24390243902439024
HepG2	ENSG00000115310	82	55050062	0.2073170731707317
HepG2	ENSG00000122705	153	36211871	0.0915032679738562
HepG2	ENSG00000134419	379	18782969	0.08970976253298153
HepG2	ENSG00000143106	266	109402020	0.10526315789473684
HepG2	ENSG00000143106	266	109401983	0.06766917293233082
HepG2	ENSG00000214274	164	20694125	0.10975609756097561
HepG2	ENSG00000108179	187	79354003	0.11764705882352941
HepG2	ENSG00000108179	187	79354214	0.6470588235294118
HepG2	ENSG00000108179	187	79354067	0.13903743315508021
HepG2	ENSG00000108179	187	79354136	0.11764705882352941
HepG2	ENSG00000108179	187	79353823	0.0962566844919786
HepG2	ENSG00000067560	100	49359326	0.13
HepG2	ENSG00000105669	164	18906956	0.006097560975609756
HepG2	ENSG00000168374	199	57572112	0.06532663316582915
HepG2	ENSG00000168374	199	57572248	0.05527638190954774
HepG2	ENSG00000161011	212	179837073	0.07075471698113207
HepG2	ENSG00000115128	152	24067738	0.09868421052631579
HepG2	ENSG00000049449	119	32104639	0.3025210084033613
HepG2	ENSG00000049449	119	32105449	0.2605042016806723
HepG2	ENSG00000049449	119	32104497	0.17647058823529413
HepG2	ENSG00000273604	20	38673348	0.2
HepG2	ENSG00000273604	20	38672984	0.25
HepG2	ENSG00000273604	20	38673705	0.1
HepG2	ENSG00000273604	20	38673234	0.15
HepG2	ENSG00000273604	20	38673465	0.2
HepG2	ENSG00000155463	262	22771622	0.06870229007633588
HepG2	ENSG00000155463	262	22768101	0.06870229007633588
HepG2	ENSG00000155463	262	22771604	0.3053435114503817
HepG2	ENSG00000228474	353	27070493	0.08781869688385269
HepG2	ENSG00000169021	130	29207783	0.2230769230769231
HepG2	ENSG00000169021	130	29207538	0.2692307692307692
HepG2	ENSG00000169021	130	29207494	0.1076923076923077
HepG2	ENSG00000169021	130	29207544	0.17692307692307693
HepG2	ENSG00000245848	17	33301234	0.23529411764705882
HepG2	ENSG00000245848	17	33301165	0.11764705882352941
HepG2	ENSG00000245848	17	33300258	0.11764705882352941
HepG2	ENSG00000245848	17	33301294	0.058823529411764705
HepG2	ENSG00000136238	184	6402659	0.04891304347826087
HepG2	ENSG00000136238	184	6403154	0.03804347826086957
HepG2	ENSG00000153048	220	8855124	0.1590909090909091
HepG2	ENSG00000153048	220	8855182	0.06818181818181818
HepG2	ENSG00000110696	184	16755166	0.09782608695652174
HepG2	ENSG00000186184	223	27623104	0.15695067264573992
HepG2	ENSG00000186184	223	27623207	0.3901345291479821
HepG2	ENSG00000103202	144	400537	0.2222222222222222
HepG2	ENSG00000257017	275	72060859	0.29818181818181816
HepG2	ENSG00000257017	275	72060316	0.03636363636363636
HepG2	ENSG00000256338	95	28315854	0.1368421052631579
HepG2	ENSG00000256338	95	28315994	0.18947368421052632
HepG2	ENSG00000256338	95	28315965	0.021052631578947368
HepG2	ENSG00000131910	183	26911682	0.4098360655737705
HepG2	ENSG00000131910	183	26911667	0.07650273224043716
HepG2	ENSG00000131910	183	26911864	0.04918032786885246
HepG2	ENSG00000101474	202	24963207	0.11386138613861387
HepG2	ENSG00000116661	168	11648469	0.14285714285714285
HepG2	ENSG00000119888	201	47386657	0.05472636815920398
HepG2	ENSG00000119888	201	47386851	0.06467661691542288
HepG2	ENSG00000188229	188	137242645	0.06382978723404255
HepG2	ENSG00000113732	182	173034753	0.2802197802197802
HepG2	ENSG00000147872	175	19116294	0.19428571428571428
HepG2	ENSG00000155876	93	19049844	0.26881720430107525
HepG2	ENSG00000155876	93	19049964	0.16129032258064516
HepG2	ENSG00000137331	175	30743844	0.5142857142857142
HepG2	ENSG00000137331	175	30743988	0.11428571428571428
HepG2	ENSG00000137331	175	30743976	0.08
HepG2	ENSG00000137331	175	30743535	0.10857142857142857
HepG2	ENSG00000164405	279	132867418	0.010752688172043012
HepG2	ENSG00000062582	228	43866606	0.14473684210526316
HepG2	ENSG00000114784	123	40312107	0.3089430894308943
HepG2	ENSG00000160075	128	1541741	0.15625
HepG2	ENSG00000160075	128	1564879	0.0390625
HepG2	ENSG00000204386	183	31859682	0.45901639344262296
HepG2	ENSG00000204386	183	31859553	0.41530054644808745
HepG2	ENSG00000204386	183	31859446	0.060109289617486336
HepG2	ENSG00000213585	236	133972063	0.1059322033898305
HepG2	ENSG00000213585	236	133972348	0.05084745762711865
HepG2	ENSG00000103035	142	74305358	0.11971830985915492
HepG2	ENSG00000103035	142	74306071	0.14788732394366197
HepG2	ENSG00000103035	142	74305903	0.14084507042253522
HepG2	ENSG00000173272	133	131484048	0.03759398496240601
HepG2	ENSG00000179218	47	12943936	0.2765957446808511
HepG2	ENSG00000179218	47	12944390	0.14893617021276595
HepG2	ENSG00000069849	166	141925765	0.30120481927710846
HepG2	ENSG00000136240	59	6462435	0.1694915254237288
HepG2	ENSG00000188488	212	94587853	0.2971698113207547
HepG2	ENSG00000188488	212	94587919	0.2971698113207547
HepG2	ENSG00000188488	212	94590264	0.20754716981132076
HepG2	ENSG00000188488	212	94587502	0.47641509433962265
HepG2	ENSG00000188488	212	94592778	0.23113207547169812
HepG2	ENSG00000124802	222	8079911	0.1036036036036036
HepG2	ENSG00000124802	222	8079820	0.13963963963963963
HepG2	ENSG00000131495	138	140645535	0.13768115942028986
HepG2	ENSG00000204389	112	31816451	0.08928571428571429
HepG2	ENSG00000204389	112	31817583	0.21428571428571427
HepG2	ENSG00000204389	112	31817724	0.08035714285714286
HepG2	ENSG00000182768	101	90271914	0.5445544554455446
HepG2	ENSG00000247315	16	299440	0.5
HepG2	ENSG00000247315	16	298296	0.1875
HepG2	ENSG00000247315	16	298173	0.1875
HepG2	ENSG00000247315	16	298389	0.0625
HepG2	ENSG00000247315	16	298466	0.125
HepG2	ENSG00000135220	95	68951167	0.4421052631578947
HepG2	ENSG00000100243	92	42619288	0.11956521739130435
HepG2	ENSG00000182154	159	137552389	0.3333333333333333
HepG2	ENSG00000099800	107	2426643	0.32710280373831774
HepG2	ENSG00000099800	107	2426824	0.22429906542056074
HepG2	ENSG00000184110	160	28724683	0.025
HepG2	ENSG00000136897	161	101390286	0.6956521739130435
HepG2	ENSG00000136897	161	101390595	0.07453416149068323
HepG2	ENSG00000136897	161	101390297	0.16770186335403728
HepG2	ENSG00000136897	161	101390181	0.09937888198757763
HepG2	ENSG00000179010	109	6642494	0.3211009174311927
HepG2	ENSG00000179010	109	6642235	0.22018348623853212
HepG2	ENSG00000179010	109	6642581	0.13761467889908258
HepG2	ENSG00000179010	109	6641044	0.11926605504587157
HepG2	ENSG00000179010	109	6642289	0.29357798165137616
HepG2	ENSG00000104635	182	22420543	0.22527472527472528
HepG2	ENSG00000104635	182	22419818	0.12637362637362637
HepG2	ENSG00000104635	182	22419721	0.12087912087912088
HepG2	ENSG00000104635	182	22419763	0.1813186813186813
HepG2	ENSG00000104635	182	22420142	0.10989010989010989
HepG2	ENSG00000104635	182	22421483	0.09340659340659341
HepG2	ENSG00000196419	261	41663936	0.07662835249042145
HepG2	ENSG00000196419	261	41663811	0.04980842911877394
HepG2	ENSG00000170540	142	18793034	0.1056338028169014
HepG2	ENSG00000100889	157	24103843	0.22929936305732485
HepG2	ENSG00000100889	157	24104092	0.17197452229299362
HepG2	ENSG00000093010	162	19968920	0.09876543209876543
HepG2	ENSG00000214113	74	5108921	0.04054054054054054
HepG2	ENSG00000214113	74	5109251	0.6081081081081081
HepG2	ENSG00000254999	227	10126842	0.01762114537444934
HepG2	ENSG00000084733	102	26034247	0.20588235294117646
HepG2	ENSG00000100823	129	20457353	0.43410852713178294
HepG2	ENSG00000100823	129	20456760	0.031007751937984496
HepG2	ENSG00000258818	90	20700218	0.08888888888888889
HepG2	ENSG00000119318	73	107329662	0.410958904109589
HepG2	ENSG00000119318	73	107329569	0.1917808219178082
HepG2	ENSG00000104979	176	13778250	0.11931818181818182
HepG2	ENSG00000180992	113	44113816	0.40707964601769914
HepG2	ENSG00000116133	177	54850697	0.23163841807909605
HepG2	ENSG00000125870	169	16741128	0.14792899408284024
HepG2	ENSG00000100216	149	38683997	0.14093959731543623
HepG2	ENSG00000147853	104	4712553	0.04807692307692308
HepG2	ENSG00000147853	104	4712898	0.125
HepG2	ENSG00000129625	160	112878718	0.15625
HepG2	ENSG00000170348	124	75134559	0.13709677419354838
HepG2	ENSG00000170348	124	75134701	0.3870967741935484
HepG2	ENSG00000182117	266	34341898	0.3533834586466165
HepG2	ENSG00000213886	195	29556017	0.18974358974358974
HepG2	ENSG00000213886	195	29555964	0.38461538461538464
HepG2	ENSG00000168209	129	72275034	0.5271317829457365
HepG2	ENSG00000168209	129	72275274	0.17829457364341086
HepG2	ENSG00000089006	241	17967948	0.012448132780082987
HepG2	ENSG00000089006	241	17968111	0.008298755186721992
HepG2	ENSG00000090273	65	26946290	0.06153846153846154
HepG2	ENSG00000117906	96	76949146	0.052083333333333336
HepG2	ENSG00000134308	101	9630211	0.10891089108910891
HepG2	ENSG00000134308	101	9584090	0.009900990099009901
HepG2	ENSG00000204388	32	31829777	0.1875
HepG2	ENSG00000204388	32	31829923	0.1875
HepG2	ENSG00000204388	32	31829914	0.21875
HepG2	ENSG00000204388	32	31829931	0.3125
HepG2	ENSG00000204388	32	31827872	0.0625
HepG2	ENSG00000204388	32	31828645	0.09375
HepG2	ENSG00000145919	91	173607969	0.38461538461538464
HepG2	ENSG00000145919	91	173608002	0.06593406593406594
HepG2	ENSG00000145919	91	173607980	0.10989010989010989
HepG2	ENSG00000100528	156	54427645	0.07051282051282051
HepG2	ENSG00000132002	117	14515140	0.1623931623931624
HepG2	ENSG00000132002	117	14515920	0.4444444444444444
HepG2	ENSG00000132002	117	14515147	0.15384615384615385
HepG2	ENSG00000132002	117	14515863	0.1452991452991453
HepG2	ENSG00000132002	117	14516025	0.10256410256410256
HepG2	ENSG00000132002	117	14516881	0.452991452991453
HepG2	ENSG00000132002	117	14515617	0.1452991452991453
HepG2	ENSG00000132002	117	14515909	0.18803418803418803
HepG2	ENSG00000132002	117	14515882	0.13675213675213677
HepG2	ENSG00000132002	117	14514792	0.008547008547008548
HepG2	ENSG00000120885	160	27609012	0.125
HepG2	ENSG00000160113	43	17232166	0.2558139534883721
HepG2	ENSG00000160113	43	17232257	0.3023255813953488
HepG2	ENSG00000160113	43	17245057	0.09302325581395349
HepG2	ENSG00000160113	43	17232220	0.16279069767441862
HepG2	ENSG00000124226	148	49953720	0.17567567567567569
HepG2	ENSG00000124226	148	49953044	0.02702702702702703
HepG2	ENSG00000179933	78	23098255	0.6923076923076923
HepG2	ENSG00000179933	78	23098077	0.5512820512820513
HepG2	ENSG00000179933	78	23098461	0.16666666666666666
HepG2	ENSG00000106105	144	30633863	0.0763888888888889
HepG2	ENSG00000106105	144	30633831	0.1388888888888889
HepG2	ENSG00000106105	144	30603576	0.006944444444444444
HepG2	ENSG00000140391	61	77046267	0.08196721311475409
HepG2	ENSG00000140612	198	84669820	0.08080808080808081
HepG2	ENSG00000140612	198	84669674	0.04040404040404041
HepG2	ENSG00000232388	192	18569379	0.3072916666666667
HepG2	ENSG00000232388	192	18569432	0.171875
HepG2	ENSG00000116649	108	11054706	0.08333333333333333
HepG2	ENSG00000183978	139	42797912	0.15827338129496402
HepG2	ENSG00000146731	66	56063572	0.045454545454545456
HepG2	ENSG00000100906	115	35401987	0.43478260869565216
HepG2	ENSG00000051108	166	56943240	0.1144578313253012
HepG2	ENSG00000051108	166	56943371	0.13855421686746988
HepG2	ENSG00000051108	166	56943333	0.3433734939759036
HepG2	ENSG00000051108	166	56940142	0.10240963855421686
HepG2	ENSG00000168303	99	40133011	0.2727272727272727
HepG2	ENSG00000168303	99	40132797	0.10101010101010101
HepG2	ENSG00000197982	76	37809128	0.2631578947368421
HepG2	ENSG00000178913	60	141318710	0.3333333333333333
HepG2	ENSG00000178913	60	141320315	0.3
HepG2	ENSG00000178913	60	141320222	0.15
HepG2	ENSG00000178913	60	141318964	0.08333333333333333
HepG2	ENSG00000178913	60	141319919	0.2
HepG2	ENSG00000128309	83	37024760	0.12048192771084337
HepG2	ENSG00000128309	83	37029336	0.060240963855421686
HepG2	ENSG00000167397	155	31090986	0.14193548387096774
HepG2	ENSG00000124783	65	7289745	0.4153846153846154
HepG2	ENSG00000124762	125	36687166	0.128
HepG2	ENSG00000124762	125	36684436	0.016
HepG2	ENSG00000182108	60	10941800	0.08333333333333333
HepG2	ENSG00000182108	60	10942392	0.06666666666666667
HepG2	ENSG00000182108	60	10929484	0.36666666666666664
HepG2	ENSG00000182108	60	10929250	0.016666666666666666
HepG2	ENSG00000155660	64	149004110	0.15625
HepG2	ENSG00000136997	74	127740591	0.32432432432432434
HepG2	ENSG00000136997	74	127741111	0.4594594594594595
HepG2	ENSG00000136997	74	127738657	0.16216216216216217
HepG2	ENSG00000136997	74	127740891	0.25675675675675674
HepG2	ENSG00000136997	74	127741071	0.1891891891891892
HepG2	ENSG00000150540	179	138014279	0.18435754189944134
HepG2	ENSG00000150540	179	138013877	0.03910614525139665
HepG2	ENSG00000130313	122	17521257	0.32786885245901637
HepG2	ENSG00000168286	54	67843524	0.5370370370370371
HepG2	ENSG00000168286	54	67843622	0.37037037037037035
HepG2	ENSG00000168286	54	67843827	0.3888888888888889
HepG2	ENSG00000168286	54	67844002	0.2222222222222222
HepG2	ENSG00000168286	54	67843972	0.2777777777777778
HepG2	ENSG00000168286	54	67844073	0.1111111111111111
HepG2	ENSG00000168286	54	67843686	0.14814814814814814
HepG2	ENSG00000168439	123	64204271	0.3983739837398374
HepG2	ENSG00000170515	83	56113752	0.1566265060240964
HepG2	ENSG00000122565	82	26212169	0.13414634146341464
HepG2	ENSG00000175602	68	65891037	0.16176470588235295
HepG2	ENSG00000175602	68	65891457	0.08823529411764706
HepG2	ENSG00000175602	68	65891568	0.3235294117647059
HepG2	ENSG00000175602	68	65891509	0.3235294117647059
HepG2	ENSG00000175602	68	65891589	0.29411764705882354
HepG2	ENSG00000120053	73	99397442	0.1643835616438356
HepG2	ENSG00000120053	73	99397361	0.0410958904109589
HepG2	ENSG00000120053	73	99397453	0.1095890410958904
HepG2	ENSG00000167775	63	8302286	0.06349206349206349
HepG2	ENSG00000137547	94	54147888	0.14893617021276595
HepG2	ENSG00000117318	88	23558265	0.26136363636363635
HepG2	ENSG00000117318	88	23559440	0.03409090909090909
HepG2	ENSG00000088766	84	6037266	0.40476190476190477
HepG2	ENSG00000088766	84	6037154	0.07142857142857142
HepG2	ENSG00000165280	58	35056587	0.08620689655172414
HepG2	ENSG00000165280	58	35057078	0.06896551724137931
HepG2	ENSG00000078898	234	33023500	0.28205128205128205
HepG2	ENSG00000174684	64	66345596	0.234375
HepG2	ENSG00000174684	64	66345927	0.28125
HepG2	ENSG00000174684	64	66346860	0.015625
HepG2	ENSG00000170099	152	94314164	0.4868421052631579
HepG2	ENSG00000170099	152	94314342	0.34210526315789475
HepG2	ENSG00000170099	152	94309836	0.07236842105263158
HepG2	ENSG00000170099	152	94314651	0.046052631578947366
HepG2	ENSG00000179958	104	30424217	0.38461538461538464
HepG2	ENSG00000179958	104	30424270	0.10576923076923077
HepG2	ENSG00000172586	111	73783194	0.09009009009009009
HepG2	ENSG00000172586	111	73783253	0.12612612612612611
HepG2	ENSG00000035141	72	70297145	0.20833333333333334
HepG2	ENSG00000035141	72	70296604	0.05555555555555555
HepG2	ENSG00000116285	123	8013280	0.23577235772357724
HepG2	ENSG00000116285	123	8014096	0.3902439024390244
HepG2	ENSG00000116285	123	8013984	0.44715447154471544
HepG2	ENSG00000116285	123	8013385	0.45528455284552843
HepG2	ENSG00000116285	123	8014045	0.08130081300813008
HepG2	ENSG00000116285	123	8014060	0.2845528455284553
HepG2	ENSG00000116285	123	8013843	0.056910569105691054
HepG2	ENSG00000128524	104	128865582	0.23076923076923078
HepG2	ENSG00000147676	68	119243613	0.11764705882352941
HepG2	ENSG00000114125	103	141745412	0.44660194174757284
HepG2	ENSG00000114125	103	141745249	0.18446601941747573
HepG2	ENSG00000166557	77	79322443	0.16883116883116883
HepG2	ENSG00000221869	82	47737024	0.07317073170731707
HepG2	ENSG00000221869	82	47737289	0.5
HepG2	ENSG00000221869	82	47737159	0.23170731707317074
HepG2	ENSG00000221869	82	47736982	0.18292682926829268
HepG2	ENSG00000221869	82	47737189	0.07317073170731707
HepG2	ENSG00000137207	90	43511976	0.14444444444444443
HepG2	ENSG00000137207	90	43512100	0.03333333333333333
HepG2	ENSG00000074842	178	4657909	0.06741573033707865
HepG2	ENSG00000074842	178	4657905	0.2640449438202247
HepG2	ENSG00000074842	178	4657758	0.1797752808988764
HepG2	ENSG00000134294	92	46359861	0.11956521739130435
HepG2	ENSG00000134294	92	46359107	0.16304347826086957
HepG2	ENSG00000061794	121	27755432	0.4132231404958678
HepG2	ENSG00000177971	81	75639260	0.2345679012345679
HepG2	ENSG00000177971	81	75639417	0.2222222222222222
HepG2	ENSG00000177971	81	75639702	0.18518518518518517
HepG2	ENSG00000177971	81	75639684	0.1728395061728395
HepG2	ENSG00000118640	119	85581917	0.2773109243697479
HepG2	ENSG00000131238	108	40073036	0.12037037037037036
HepG2	ENSG00000197006	129	21655797	0.06976744186046512
HepG2	ENSG00000197006	129	21655732	0.3875968992248062
HepG2	ENSG00000197006	129	21655521	0.10077519379844961
HepG2	ENSG00000197006	129	21617916	0.17054263565891473
HepG2	ENSG00000179041	4	66430266	0.25
HepG2	ENSG00000179041	4	66430423	0.5
HepG2	ENSG00000179041	4	66430308	0.25
HepG2	ENSG00000179041	4	66429910	0.25
HepG2	ENSG00000176046	40	28537562	0.1
HepG2	ENSG00000115514	67	99322107	0.3880597014925373
HepG2	ENSG00000115514	67	99333058	0.07462686567164178
HepG2	ENSG00000078808	76	1217543	0.10526315789473684
HepG2	ENSG00000182199	75	57234388	0.08
HepG2	ENSG00000179862	91	40861314	0.21978021978021978
HepG2	ENSG00000179862	91	40861613	0.13186813186813187
HepG2	ENSG00000179862	91	40861432	0.10989010989010989
HepG2	ENSG00000179862	91	40862037	0.07692307692307693
HepG2	ENSG00000148248	103	133363445	0.27184466019417475
HepG2	ENSG00000148248	103	133362588	0.08737864077669903
