Sample	GeneID	Isoform_1	Isoform_2	Site	ModFreq_I1	ModFreq_I2	ΔModFreq(I1-I2)
HepG2	ENSG00000136238	ENST00000348035_0	ENST00000348035_1	6402659	0.0526315789473684	0.0827586206896551	-0.030127041742286705
HepG2	ENSG00000266412	ENST00000581486_0	ENST00000585132_0	46010891	0.09375	0.18	-0.08625
HepG2	ENSG00000132386	ENST00000254722_0	ENST00000572517_0	1777430	0.0657894736842105	0.0392156862745098	0.02657378740970069
HepG2	ENSG00000175756	ENST00000378853_0	ENST00000338338_0	1374218	0.2	0.2222222222222222	-0.0222222222222222
HepG2	ENSG00000188488	ENST00000554866_0	ENST00000329597_0	94587853	0.3872180451127819	0.3333333333333333	0.05388471177944859
HepG2	ENSG00000101361	ENST00000329276_0	ENST00000492135_0	2656437	0.0681818181818181	0.074074074074074	-0.005892255892255907
HepG2	ENSG00000177733	ENST00000314940_0	ENST00000314940_1	137752904	0.5272727272727272	0.5102040816326531	0.017068645640074154
HepG2	ENSG00000140612	ENST00000268220_0	ENST00000268220_1	84669820	0.140625	0.0808080808080808	0.0598169191919192
HepG2	ENSG00000117394	ENST00000426263_0	ENST00000426263_1	42926848	0.1954732510288065	0.1800947867298578	0.015378464298948707
HepG2	ENSG00000182512	ENST00000331334_0	ENST00000331334_1	95544310	0.301418439716312	0.3275862068965517	-0.02616776718023972
HepG2	ENSG00000091140	ENST00000205402_0	ENST00000205402_1	107919360	0.3902439024390244	0.4166666666666667	-0.02642276422764228
HepG2	ENSG00000124802	ENST00000379715_0	ENST00000379715_1	8079820	0.131578947368421	0.1631205673758865	-0.03154162000746552
HepG2	ENSG00000196419	ENST00000360079_0	ENST00000359308_0	41663811	0.08	0.0	0.08
HepG2	ENSG00000119888	ENST00000263735_0	ENST00000263735_1	47386657	0.1044776119402985	0.0522875816993464	0.052190030240952104
HepG2	ENSG00000184076	ENST00000330029_0	ENST00000401406_0	29769872	0.2418136020151133	0.2567567567567567	-0.0149431547416434
HepG2	ENSG00000197006	ENST00000358154_0	ENST00000396014_0	21655521	0.0824742268041237	0.0666666666666666	0.0158075601374571
HepG2	ENSG00000171552	ENST00000676582_0	ENST00000307677_0	31722253	0.1702127659574468	0.1923076923076923	-0.022094926350245486
HepG2	ENSG00000177733	ENST00000314940_0	ENST00000314940_1	137753963	0.2545454545454545	0.3537414965986394	-0.09919604205318489
HepG2	ENSG00000135486	ENST00000546500_0	ENST00000340913_0	54284712	0.2595541401273885	0.2962962962962963	-0.0367421561689078
HepG2	ENSG00000197006	ENST00000358154_0	ENST00000396014_0	21617916	0.134020618556701	0.2	-0.06597938144329901
HepG2	ENSG00000115738	ENST00000396290_0	ENST00000396290_1	8683798	0.196078431372549	0.2082018927444795	-0.012123461371930516
HepG2	ENSG00000196136	ENST00000393078_0	ENST00000556968_0	94614893	0.1020836698433209	0.1219512195121951	-0.019867549668874204
HepG2	ENSG00000112473	ENST00000374677_0	ENST00000374675_0	33201491	0.2444444444444444	0.108695652173913	0.1357487922705314
HepG2	ENSG00000120705	ENST00000360541_0	ENST00000360541_1	138507691	0.0784313725490196	0.1694915254237288	-0.0910601528747092
HepG2	ENSG00000277972	ENST00000619858_0	ENST00000613478_0	38733552	0.6785714285714286	0.7878787878787878	-0.10930735930735924
HepG2	ENSG00000232388	ENST00000435844_0	ENST00000411646_0	18569379	0.4418604651162791	0.3466666666666667	0.0951937984496124
HepG2	ENSG00000196419	ENST00000360079_0	ENST00000359308_0	41663936	0.0833333333333333	0.0181818181818181	0.0651515151515152
HepG2	ENSG00000171867	ENST00000379440_0	ENST00000424424_0	4700695	0.1532258064516129	0.1408450704225352	0.012380736029077716
HepG2	ENSG00000164733	ENST00000353047_0	ENST00000453527_0	11845019	0.3299595141700405	0.3636363636363636	-0.0336768494663231
