Sample	GeneID	Coverage	m6A_Site	ModFreq
HepG2	ENSG00000100902	285	35317438	0.04912280701754386
HepG2	ENSG00000260032	5	36048161	0.4
HepG2	ENSG00000260032	5	36048972	0.4
HepG2	ENSG00000260032	5	36049891	0.2
HepG2	ENSG00000204435	1052	31667909	0.04277566539923954
HepG2	ENSG00000165389	1158	34434526	0.08894645941278066
HepG2	ENSG00000165389	1158	34435082	0.055267702936096716
HepG2	ENSG00000107223	1122	136862324	0.11942959001782531
HepG2	ENSG00000177733	444	137752879	0.17567567567567569
HepG2	ENSG00000177733	444	137752904	0.2972972972972973
HepG2	ENSG00000177733	444	137753203	0.3963963963963964
HepG2	ENSG00000177733	444	137753973	0.23648648648648649
HepG2	ENSG00000177733	444	137753963	0.2725225225225225
HepG2	ENSG00000177733	444	137752947	0.17117117117117117
HepG2	ENSG00000177733	444	137752741	0.06306306306306306
HepG2	ENSG00000143870	563	10784188	0.056838365896980464
HepG2	ENSG00000185883	699	2519929	0.0844062947067239
HepG2	ENSG00000161960	403	7578804	0.04218362282878412
HepG2	ENSG00000141505	998	7173774	0.1743486973947896
HepG2	ENSG00000171314	728	97432834	0.25137362637362637
HepG2	ENSG00000101084	530	36612092	0.09245283018867924
HepG2	ENSG00000184840	963	177595495	0.25752855659397716
HepG2	ENSG00000164379	148	1312690	0.14864864864864866
HepG2	ENSG00000164379	148	1312838	0.33783783783783783
HepG2	ENSG00000164379	148	1314183	0.41216216216216217
HepG2	ENSG00000164379	148	1313987	0.14864864864864866
HepG2	ENSG00000164379	148	1314123	0.033783783783783786
HepG2	ENSG00000164379	148	1313276	0.013513513513513514
HepG2	ENSG00000132031	727	20006193	0.2723521320495186
HepG2	ENSG00000132031	727	19993126	0.10178817056396149
HepG2	ENSG00000132031	727	19994312	0.04401650618982118
HepG2	ENSG00000250479	837	23766205	0.06451612903225806
HepG2	ENSG00000115738	1007	8683872	0.1817279046673287
HepG2	ENSG00000115738	1007	8683900	0.0506454816285998
HepG2	ENSG00000115738	1007	8683798	0.09831181727904667
HepG2	ENSG00000115738	1007	8684004	0.05163853028798411
HepG2	ENSG00000101444	1069	34280677	0.17399438727782976
HepG2	ENSG00000178741	845	74920308	0.06863905325443787
HepG2	ENSG00000175899	303	9072775	0.0594059405940594
HepG2	ENSG00000178952	737	28842855	0.3948439620081411
HepG2	ENSG00000137876	486	55181629	0.08436213991769548
HepG2	ENSG00000108953	835	1345200	0.07904191616766468
HepG2	ENSG00000101255	197	396401	0.08629441624365482
HepG2	ENSG00000101255	197	396630	0.3147208121827411
HepG2	ENSG00000101255	197	397083	0.2233502538071066
HepG2	ENSG00000101255	197	397332	0.04060913705583756
HepG2	ENSG00000101255	197	396566	0.08121827411167512
HepG2	ENSG00000123144	724	12730930	0.2085635359116022
HepG2	ENSG00000123144	724	12730812	0.13535911602209943
HepG2	ENSG00000123144	724	12730868	0.04834254143646409
HepG2	ENSG00000175768	699	37588790	0.08583690987124463
HepG2	ENSG00000175768	699	37588803	0.296137339055794
HepG2	ENSG00000239264	678	7882817	0.19469026548672566
HepG2	ENSG00000101608	449	3256077	0.21158129175946547
HepG2	ENSG00000196531	389	56725190	0.02056555269922879
HepG2	ENSG00000155368	698	119372322	0.045845272206303724
HepG2	ENSG00000253368	319	26999887	0.050156739811912224
HepG2	ENSG00000184076	502	29769872	0.09760956175298804
HepG2	ENSG00000164733	735	11845019	0.19591836734693877
HepG2	ENSG00000164713	546	98291334	0.17582417582417584
HepG2	ENSG00000067225	693	72199402	0.03607503607503607
HepG2	ENSG00000086061	313	33038963	0.2364217252396166
HepG2	ENSG00000086061	313	33038803	0.10862619808306709
HepG2	ENSG00000148834	858	104267341	0.05244755244755245
HepG2	ENSG00000131669	676	93121911	0.09615384615384616
HepG2	ENSG00000131669	676	93121852	0.08875739644970414
HepG2	ENSG00000131669	676	93121731	0.09467455621301775
HepG2	ENSG00000125977	580	34089682	0.1482758620689655
HepG2	ENSG00000189403	457	30460329	0.0087527352297593
HepG2	ENSG00000171490	701	11837681	0.2867332382310984
HepG2	ENSG00000171490	701	11837390	0.04850213980028531
HepG2	ENSG00000171490	701	11837900	0.08701854493580599
HepG2	ENSG00000171490	701	11837497	0.047075606276747506
HepG2	ENSG00000172115	479	25123552	0.037578288100208766
HepG2	ENSG00000197746	441	71816361	0.034013605442176874
HepG2	ENSG00000177732	81	328043	0.07407407407407407
HepG2	ENSG00000177732	81	328705	0.1111111111111111
HepG2	ENSG00000177732	81	328008	0.08641975308641975
HepG2	ENSG00000177732	81	328683	0.07407407407407407
HepG2	ENSG00000177732	81	328096	0.09876543209876543
HepG2	ENSG00000166913	383	44906956	0.12532637075718014
HepG2	ENSG00000132646	640	5119677	0.071875
HepG2	ENSG00000115310	219	55050062	0.1141552511415525
HepG2	ENSG00000115310	219	54972369	0.136986301369863
HepG2	ENSG00000122705	415	36211871	0.06265060240963856
HepG2	ENSG00000134419	502	18782969	0.025896414342629483
HepG2	ENSG00000134419	502	18790135	0.00199203187250996
HepG2	ENSG00000143106	632	109401983	0.07278481012658228
HepG2	ENSG00000143106	632	109402020	0.11550632911392406
HepG2	ENSG00000214274	318	20694125	0.07232704402515723
HepG2	ENSG00000108179	375	79354136	0.112
HepG2	ENSG00000108179	375	79354214	0.44266666666666665
HepG2	ENSG00000108179	375	79354003	0.064
HepG2	ENSG00000108179	375	79353823	0.09866666666666667
HepG2	ENSG00000108179	375	79354067	0.12533333333333332
HepG2	ENSG00000067560	289	49359326	0.07958477508650519
HepG2	ENSG00000105669	429	18906956	0.002331002331002331
HepG2	ENSG00000168374	404	57572112	0.08663366336633663
HepG2	ENSG00000168374	404	57572248	0.024752475247524754
HepG2	ENSG00000161011	484	179837073	0.045454545454545456
HepG2	ENSG00000115128	264	24067738	0.041666666666666664
HepG2	ENSG00000049449	436	32105449	0.1628440366972477
HepG2	ENSG00000049449	436	32104639	0.09174311926605505
HepG2	ENSG00000049449	436	32104497	0.1444954128440367
HepG2	ENSG00000273604	83	38673465	0.12048192771084337
HepG2	ENSG00000273604	83	38672984	0.1686746987951807
HepG2	ENSG00000273604	83	38673322	0.04819277108433735
HepG2	ENSG00000273604	83	38673348	0.10843373493975904
HepG2	ENSG00000273604	83	38673234	0.10843373493975904
HepG2	ENSG00000273604	83	38673705	0.08433734939759036
HepG2	ENSG00000155463	580	22771604	0.21379310344827587
HepG2	ENSG00000155463	580	22768101	0.0706896551724138
HepG2	ENSG00000155463	580	22771622	0.029310344827586206
HepG2	ENSG00000228474	398	27070493	0.04522613065326633
HepG2	ENSG00000169021	365	29207783	0.26301369863013696
HepG2	ENSG00000169021	365	29207538	0.16164383561643836
HepG2	ENSG00000169021	365	29207544	0.09315068493150686
HepG2	ENSG00000169021	365	29207494	0.06027397260273973
HepG2	ENSG00000245848	69	33300258	0.08695652173913043
HepG2	ENSG00000245848	69	33301294	0.15942028985507245
HepG2	ENSG00000245848	69	33301234	0.2318840579710145
HepG2	ENSG00000245848	69	33301165	0.13043478260869565
HepG2	ENSG00000245848	69	33301408	0.057971014492753624
HepG2	ENSG00000136238	494	6402659	0.016194331983805668
HepG2	ENSG00000136238	494	6403154	0.012145748987854251
HepG2	ENSG00000153048	393	8855124	0.058524173027989825
HepG2	ENSG00000153048	393	8855182	0.04580152671755725
HepG2	ENSG00000110696	385	16755166	0.07532467532467532
HepG2	ENSG00000186184	652	27623104	0.07208588957055215
HepG2	ENSG00000186184	652	27623207	0.31901840490797545
HepG2	ENSG00000186184	652	27667198	0.0015337423312883436
HepG2	ENSG00000103202	488	400537	0.13729508196721313
HepG2	ENSG00000257017	543	72060859	0.26887661141804786
HepG2	ENSG00000257017	543	72060316	0.11049723756906077
HepG2	ENSG00000256338	534	28315854	0.16292134831460675
HepG2	ENSG00000256338	534	28315994	0.15543071161048688
HepG2	ENSG00000256338	534	28315965	0.06367041198501873
HepG2	ENSG00000131910	559	26911682	0.18783542039355994
HepG2	ENSG00000131910	559	26911667	0.09302325581395349
HepG2	ENSG00000131910	559	26911864	0.05366726296958855
HepG2	ENSG00000101474	438	24963207	0.11643835616438356
HepG2	ENSG00000116661	503	11648469	0.0775347912524851
HepG2	ENSG00000119888	336	47386657	0.03273809523809524
HepG2	ENSG00000119888	336	47386851	0.05952380952380952
HepG2	ENSG00000188229	425	137242645	0.03294117647058824
HepG2	ENSG00000113732	405	173034753	0.12839506172839507
HepG2	ENSG00000147872	416	19116294	0.10576923076923077
HepG2	ENSG00000155876	267	19049844	0.23220973782771537
HepG2	ENSG00000155876	267	19049964	0.14232209737827714
HepG2	ENSG00000137331	377	30743844	0.21220159151193635
HepG2	ENSG00000137331	377	30743988	0.042440318302387266
HepG2	ENSG00000137331	377	30743535	0.10610079575596817
HepG2	ENSG00000137331	377	30743976	0.0636604774535809
HepG2	ENSG00000164405	570	132867418	0.010526315789473684
HepG2	ENSG00000062582	638	43866606	0.11912225705329153
HepG2	ENSG00000114784	246	40312107	0.22357723577235772
HepG2	ENSG00000160075	424	1564879	0.05660377358490566
HepG2	ENSG00000160075	424	1541741	0.18396226415094338
HepG2	ENSG00000204386	542	31859553	0.3173431734317343
HepG2	ENSG00000204386	542	31859682	0.3800738007380074
HepG2	ENSG00000204386	542	31859446	0.07749077490774908
HepG2	ENSG00000213585	385	133972348	0.07792207792207792
HepG2	ENSG00000213585	385	133972063	0.07532467532467532
HepG2	ENSG00000179091	533	144096031	0.00375234521575985
HepG2	ENSG00000103035	405	74305358	0.12098765432098765
HepG2	ENSG00000103035	405	74306071	0.04197530864197531
HepG2	ENSG00000103035	405	74305903	0.07901234567901234
HepG2	ENSG00000173272	444	131484048	0.04954954954954955
HepG2	ENSG00000179218	634	12943936	0.23659305993690852
HepG2	ENSG00000179218	634	12944390	0.07570977917981073
HepG2	ENSG00000069849	344	141925765	0.14244186046511628
HepG2	ENSG00000136240	113	6462435	0.07964601769911504
HepG2	ENSG00000188488	434	94587853	0.3317972350230415
HepG2	ENSG00000188488	434	94587919	0.23963133640552994
HepG2	ENSG00000188488	434	94590264	0.2304147465437788
HepG2	ENSG00000188488	434	94587502	0.315668202764977
HepG2	ENSG00000188488	434	94592778	0.1313364055299539
HepG2	ENSG00000124802	484	8079820	0.11570247933884298
HepG2	ENSG00000124802	484	8079911	0.03305785123966942
HepG2	ENSG00000131495	271	140645535	0.08118081180811808
HepG2	ENSG00000204389	321	31817583	0.2367601246105919
HepG2	ENSG00000204389	321	31817724	0.059190031152647975
HepG2	ENSG00000204389	321	31816451	0.0529595015576324
HepG2	ENSG00000182768	266	90271914	0.43609022556390975
HepG2	ENSG00000247315	100	298296	0.17
HepG2	ENSG00000247315	100	299440	0.28
HepG2	ENSG00000247315	100	298173	0.11
HepG2	ENSG00000247315	100	298466	0.04
HepG2	ENSG00000247315	100	298389	0.1
HepG2	ENSG00000135220	168	68951167	0.18452380952380953
HepG2	ENSG00000100243	224	42619288	0.12053571428571429
HepG2	ENSG00000182154	350	137552389	0.10285714285714286
HepG2	ENSG00000099800	363	2426643	0.23140495867768596
HepG2	ENSG00000099800	363	2426824	0.19559228650137742
HepG2	ENSG00000184110	418	28724683	0.05980861244019139
HepG2	ENSG00000136897	512	101390286	0.541015625
HepG2	ENSG00000136897	512	101390595	0.041015625
HepG2	ENSG00000136897	512	101390297	0.12109375
HepG2	ENSG00000136897	512	101390181	0.1015625
HepG2	ENSG00000179010	416	6642494	0.1778846153846154
HepG2	ENSG00000179010	416	6642289	0.11298076923076923
HepG2	ENSG00000179010	416	6641044	0.11298076923076923
HepG2	ENSG00000179010	416	6642235	0.16105769230769232
HepG2	ENSG00000179010	416	6642581	0.040865384615384616
HepG2	ENSG00000104635	437	22420142	0.06864988558352403
HepG2	ENSG00000104635	437	22419818	0.05491990846681922
HepG2	ENSG00000104635	437	22420543	0.09610983981693363
HepG2	ENSG00000104635	437	22419721	0.12356979405034325
HepG2	ENSG00000104635	437	22419763	0.038901601830663615
HepG2	ENSG00000104635	437	22421483	0.02745995423340961
HepG2	ENSG00000196419	626	41663936	0.06230031948881789
HepG2	ENSG00000196419	626	41663811	0.07507987220447285
HepG2	ENSG00000170540	443	18793034	0.05191873589164785
HepG2	ENSG00000100889	354	24104092	0.06779661016949153
HepG2	ENSG00000100889	354	24103843	0.1694915254237288
HepG2	ENSG00000093010	396	19968920	0.030303030303030304
HepG2	ENSG00000214113	125	5108921	0.032
HepG2	ENSG00000214113	125	5109251	0.504
HepG2	ENSG00000254999	420	10126842	0.06428571428571428
HepG2	ENSG00000084733	281	26034247	0.17437722419928825
HepG2	ENSG00000100823	498	20457353	0.3453815261044177
HepG2	ENSG00000100823	498	20456760	0.06224899598393574
HepG2	ENSG00000258818	183	20700218	0.07103825136612021
HepG2	ENSG00000119318	174	107329662	0.43103448275862066
HepG2	ENSG00000119318	174	107329569	0.13793103448275862
HepG2	ENSG00000104979	419	13778250	0.10739856801909307
HepG2	ENSG00000180992	309	44113816	0.2977346278317152
HepG2	ENSG00000116133	317	54850697	0.14826498422712933
HepG2	ENSG00000125870	342	16741128	0.02631578947368421
HepG2	ENSG00000100216	446	38683997	0.12780269058295965
HepG2	ENSG00000147853	284	4712553	0.13028169014084506
HepG2	ENSG00000147853	284	4712898	0.04929577464788732
HepG2	ENSG00000129625	429	112878718	0.16083916083916083
HepG2	ENSG00000170348	334	75134701	0.27245508982035926
HepG2	ENSG00000170348	334	75134559	0.09880239520958084
HepG2	ENSG00000182117	252	34341898	0.1626984126984127
HepG2	ENSG00000213886	375	29555964	0.28
HepG2	ENSG00000213886	375	29556017	0.08
HepG2	ENSG00000125817	11	3784675	0.45454545454545453
HepG2	ENSG00000125817	11	3784958	0.18181818181818182
HepG2	ENSG00000125817	11	3784625	0.09090909090909091
HepG2	ENSG00000125817	11	3785570	0.18181818181818182
HepG2	ENSG00000125817	11	3784382	0.18181818181818182
HepG2	ENSG00000125817	11	3784696	0.18181818181818182
HepG2	ENSG00000125817	11	3785060	0.09090909090909091
HepG2	ENSG00000125817	11	3785639	0.18181818181818182
HepG2	ENSG00000168209	363	72275034	0.2534435261707989
HepG2	ENSG00000168209	363	72275274	0.24242424242424243
HepG2	ENSG00000089006	429	17968111	0.006993006993006993
HepG2	ENSG00000089006	429	17967948	0.009324009324009324
HepG2	ENSG00000089006	429	17968146	0.004662004662004662
HepG2	ENSG00000090273	277	26946290	0.05054151624548736
HepG2	ENSG00000117906	315	76949146	0.10158730158730159
HepG2	ENSG00000134308	226	9584090	0.048672566371681415
HepG2	ENSG00000134308	226	9630211	0.03982300884955752
HepG2	ENSG00000204388	143	31829931	0.3776223776223776
HepG2	ENSG00000204388	143	31828645	0.06993006993006994
HepG2	ENSG00000204388	143	31829914	0.1888111888111888
HepG2	ENSG00000204388	143	31827872	0.06993006993006994
HepG2	ENSG00000204388	143	31829923	0.25874125874125875
HepG2	ENSG00000204388	143	31829777	0.2097902097902098
HepG2	ENSG00000145919	201	173607969	0.39303482587064675
HepG2	ENSG00000145919	201	173608002	0.06467661691542288
HepG2	ENSG00000145919	201	173607980	0.06467661691542288
HepG2	ENSG00000100528	167	54427645	0.04790419161676647
HepG2	ENSG00000132002	328	14515920	0.4298780487804878
HepG2	ENSG00000132002	328	14516881	0.25914634146341464
HepG2	ENSG00000132002	328	14514792	0.054878048780487805
HepG2	ENSG00000132002	328	14515617	0.07317073170731707
HepG2	ENSG00000132002	328	14515863	0.051829268292682924
HepG2	ENSG00000132002	328	14515140	0.039634146341463415
HepG2	ENSG00000132002	328	14515882	0.17682926829268292
HepG2	ENSG00000132002	328	14515909	0.19817073170731708
HepG2	ENSG00000132002	328	14516025	0.06402439024390244
HepG2	ENSG00000132002	328	14515147	0.027439024390243903
HepG2	ENSG00000120885	306	27609012	0.05555555555555555
HepG2	ENSG00000160113	155	17232257	0.23870967741935484
HepG2	ENSG00000160113	155	17232166	0.22580645161290322
HepG2	ENSG00000160113	155	17232220	0.1032258064516129
HepG2	ENSG00000160113	155	17245057	0.05161290322580645
HepG2	ENSG00000124226	431	49953044	0.04176334106728538
HepG2	ENSG00000124226	431	49953720	0.16705336426914152
HepG2	ENSG00000179933	170	23098077	0.4647058823529412
HepG2	ENSG00000179933	170	23098255	0.4
HepG2	ENSG00000179933	170	23098461	0.14705882352941177
HepG2	ENSG00000106105	224	30633831	0.06696428571428571
HepG2	ENSG00000106105	224	30633863	0.07589285714285714
HepG2	ENSG00000140391	187	77046267	0.11764705882352941
HepG2	ENSG00000140612	323	84669820	0.08359133126934984
HepG2	ENSG00000140612	323	84669674	0.02786377708978328
HepG2	ENSG00000232388	296	18569379	0.26013513513513514
HepG2	ENSG00000232388	296	18569432	0.20945945945945946
HepG2	ENSG00000116649	323	11054706	0.05263157894736842
HepG2	ENSG00000183978	330	42797912	0.045454545454545456
HepG2	ENSG00000233954	324	15807644	0.030864197530864196
HepG2	ENSG00000146731	105	56063572	0.02857142857142857
HepG2	ENSG00000100906	370	35401987	0.3081081081081081
HepG2	ENSG00000051108	414	56943371	0.0966183574879227
HepG2	ENSG00000051108	414	56943333	0.28502415458937197
HepG2	ENSG00000051108	414	56943240	0.050724637681159424
HepG2	ENSG00000051108	414	56940142	0.09420289855072464
HepG2	ENSG00000168303	285	40132797	0.09824561403508772
HepG2	ENSG00000168303	285	40133011	0.12280701754385964
HepG2	ENSG00000197982	280	37809128	0.19285714285714287
HepG2	ENSG00000178913	201	141320222	0.06467661691542288
HepG2	ENSG00000178913	201	141320315	0.2736318407960199
HepG2	ENSG00000178913	201	141318710	0.19402985074626866
HepG2	ENSG00000178913	201	141319919	0.05970149253731343
HepG2	ENSG00000178913	201	141318964	0.06467661691542288
HepG2	ENSG00000128309	244	37029336	0.14344262295081966
HepG2	ENSG00000128309	244	37024760	0.07377049180327869
HepG2	ENSG00000167397	413	31090986	0.12590799031476999
HepG2	ENSG00000124783	177	7289745	0.192090395480226
HepG2	ENSG00000124762	361	36687166	0.07756232686980609
HepG2	ENSG00000124762	361	36684436	0.060941828254847646
HepG2	ENSG00000182108	159	10929250	0.06918238993710692
HepG2	ENSG00000182108	159	10929484	0.27672955974842767
HepG2	ENSG00000182108	159	10942392	0.0440251572327044
HepG2	ENSG00000182108	159	10941800	0.03773584905660377
HepG2	ENSG00000155660	166	149004110	0.060240963855421686
HepG2	ENSG00000136997	145	127740891	0.1310344827586207
HepG2	ENSG00000136997	145	127738657	0.20689655172413793
HepG2	ENSG00000136997	145	127741111	0.33793103448275863
HepG2	ENSG00000136997	145	127740591	0.12413793103448276
HepG2	ENSG00000136997	145	127741071	0.13793103448275862
HepG2	ENSG00000150540	361	138014279	0.0886426592797784
HepG2	ENSG00000150540	361	138013877	0.030470914127423823
HepG2	ENSG00000130313	318	17521257	0.16981132075471697
HepG2	ENSG00000168286	218	67843972	0.16055045871559634
HepG2	ENSG00000168286	218	67843622	0.38073394495412843
HepG2	ENSG00000168286	218	67843827	0.3761467889908257
HepG2	ENSG00000168286	218	67843524	0.30275229357798167
HepG2	ENSG00000168286	218	67844002	0.11009174311926606
HepG2	ENSG00000168286	218	67844073	0.11467889908256881
HepG2	ENSG00000168286	218	67843686	0.0871559633027523
HepG2	ENSG00000168439	226	64204271	0.45132743362831856
HepG2	ENSG00000170515	171	56113752	0.04093567251461988
HepG2	ENSG00000122565	176	26212169	0.14772727272727273
HepG2	ENSG00000175602	334	65891509	0.19461077844311378
HepG2	ENSG00000175602	334	65891568	0.2245508982035928
HepG2	ENSG00000175602	334	65891589	0.10778443113772455
HepG2	ENSG00000175602	334	65891457	0.059880239520958084
HepG2	ENSG00000175602	334	65891037	0.07784431137724551
HepG2	ENSG00000120053	179	99397361	0.061452513966480445
HepG2	ENSG00000120053	179	99397442	0.16201117318435754
HepG2	ENSG00000120053	179	99397453	0.1005586592178771
HepG2	ENSG00000167775	206	8302286	0.05339805825242718
HepG2	ENSG00000137547	286	54147888	0.15734265734265734
HepG2	ENSG00000117318	167	23559440	0.04790419161676647
HepG2	ENSG00000117318	167	23558265	0.2634730538922156
HepG2	ENSG00000088766	269	6037266	0.26394052044609667
HepG2	ENSG00000088766	269	6037154	0.05947955390334572
HepG2	ENSG00000165280	160	35057078	0.13125
HepG2	ENSG00000165280	160	35056587	0.04375
HepG2	ENSG00000078898	155	33023500	0.25806451612903225
HepG2	ENSG00000174684	167	66345596	0.30538922155688625
HepG2	ENSG00000174684	167	66346860	0.041916167664670656
HepG2	ENSG00000174684	167	66345927	0.2155688622754491
HepG2	ENSG00000170099	356	94314164	0.4438202247191011
HepG2	ENSG00000170099	356	94314342	0.15168539325842698
HepG2	ENSG00000170099	356	94309836	0.1151685393258427
HepG2	ENSG00000170099	356	94314651	0.03089887640449438
HepG2	ENSG00000179958	285	30424217	0.17894736842105263
HepG2	ENSG00000179958	285	30424270	0.03859649122807018
HepG2	ENSG00000172586	282	73783253	0.13829787234042554
HepG2	ENSG00000172586	282	73783194	0.06028368794326241
HepG2	ENSG00000035141	221	70297145	0.167420814479638
HepG2	ENSG00000035141	221	70296604	0.05429864253393665
HepG2	ENSG00000116285	322	8013984	0.30745341614906835
HepG2	ENSG00000116285	322	8013280	0.17701863354037267
HepG2	ENSG00000116285	322	8014045	0.062111801242236024
HepG2	ENSG00000116285	322	8013385	0.2391304347826087
HepG2	ENSG00000116285	322	8014096	0.2080745341614907
HepG2	ENSG00000116285	322	8013843	0.043478260869565216
HepG2	ENSG00000116285	322	8014060	0.10559006211180125
HepG2	ENSG00000128524	301	128865582	0.2292358803986711
HepG2	ENSG00000147676	201	119243613	0.14427860696517414
HepG2	ENSG00000114125	308	141745412	0.33116883116883117
HepG2	ENSG00000114125	308	141745249	0.16233766233766234
HepG2	ENSG00000166557	235	79322443	0.07659574468085106
HepG2	ENSG00000221869	236	47737159	0.08898305084745763
HepG2	ENSG00000221869	236	47737189	0.046610169491525424
HepG2	ENSG00000221869	236	47737289	0.3898305084745763
HepG2	ENSG00000221869	236	47736982	0.06779661016949153
HepG2	ENSG00000221869	236	47737024	0.0423728813559322
HepG2	ENSG00000137207	198	43511976	0.050505050505050504
HepG2	ENSG00000137207	198	43512100	0.025252525252525252
HepG2	ENSG00000074842	154	4657909	0.12987012987012986
HepG2	ENSG00000074842	154	4657758	0.12987012987012986
HepG2	ENSG00000074842	154	4657905	0.15584415584415584
HepG2	ENSG00000134294	115	46359107	0.06086956521739131
HepG2	ENSG00000134294	115	46359861	0.043478260869565216
HepG2	ENSG00000061794	309	27755432	0.14563106796116504
HepG2	ENSG00000177971	237	75639260	0.19831223628691982
HepG2	ENSG00000177971	237	75639702	0.20675105485232068
HepG2	ENSG00000177971	237	75639684	0.12236286919831224
