Sample	GeneID	IsoformID	Coverage	m6A_Site	ModFreq
HepG2	ENSG00000172216	ENST00000303004_0	158	50192112	0.16455696202531644
HepG2	ENSG00000044574	ENST00000324460_0	520	125236553	0.6384615384615384
HepG2	ENSG00000117394	ENST00000426263_0	308	42926639	0.2532467532467532
HepG2	ENSG00000117394	ENST00000426263_0	308	42926654	0.1525974025974026
HepG2	ENSG00000117394	ENST00000426263_0	308	42926881	0.3961038961038961
HepG2	ENSG00000117394	ENST00000426263_0	308	42926848	0.19805194805194806
HepG2	ENSG00000117394	ENST00000426263_0	308	42926965	0.2564935064935065
HepG2	ENSG00000117394	ENST00000426263_0	308	42926692	0.1038961038961039
HepG2	ENSG00000117394	ENST00000426263_1	104	42926881	0.34615384615384615
HepG2	ENSG00000117394	ENST00000426263_1	104	42926639	0.17307692307692307
HepG2	ENSG00000117394	ENST00000426263_1	104	42926692	0.10576923076923077
HepG2	ENSG00000117394	ENST00000426263_1	104	42926654	0.15384615384615385
HepG2	ENSG00000117394	ENST00000426263_1	104	42926965	0.22115384615384615
HepG2	ENSG00000117394	ENST00000426263_1	104	42926848	0.2403846153846154
HepG2	ENSG00000100867	ENST00000250383_0	483	23645159	0.043478260869565216
HepG2	ENSG00000100867	ENST00000250383_0	483	23636669	0.13043478260869565
HepG2	ENSG00000100867	ENST00000250383_0	483	23636555	0.053830227743271224
HepG2	ENSG00000100867	ENST00000250383_0	483	23645427	0.09316770186335403
HepG2	ENSG00000100867	ENST00000344777_0	10	23636669	0.2
HepG2	ENSG00000100867	ENST00000344777_0	10	23645427	0.1
HepG2	ENSG00000100867	ENST00000344777_0	10	23645159	0.0
HepG2	ENSG00000100867	ENST00000344777_0	10	23636555	0.0
HepG2	ENSG00000167004	ENST00000300289_0	530	43771249	0.4169811320754717
HepG2	ENSG00000167004	ENST00000686402_0	19	43771249	0.42105263157894735
HepG2	ENSG00000167004	ENST00000687794_0	2	43771249	0.5
HepG2	ENSG00000167004	ENST00000687794_1	3	43771249	0.3333333333333333
HepG2	ENSG00000135486	ENST00000546500_0	466	54284712	0.2875536480686695
HepG2	ENSG00000135486	ENST00000340913_0	49	54284712	0.2857142857142857
HepG2	ENSG00000135486	ENST00000677249_0	27	54284712	0.2222222222222222
HepG2	ENSG00000130522	ENST00000252818_0	135	18280261	0.14814814814814814
HepG2	ENSG00000130522	ENST00000252818_0	135	18280365	0.05925925925925926
HepG2	ENSG00000162545	ENST00000375078_0	104	20482746	0.10576923076923077
HepG2	ENSG00000162545	ENST00000375078_0	104	20482914	0.14423076923076922
HepG2	ENSG00000123416	ENST00000336023_0	489	49129373	0.03885480572597137
HepG2	ENSG00000182512	ENST00000331334_0	235	95544174	0.6595744680851063
HepG2	ENSG00000182512	ENST00000331334_0	235	95544310	0.28936170212765955
HepG2	ENSG00000182512	ENST00000331334_0	235	95544049	0.07234042553191489
HepG2	ENSG00000182512	ENST00000331334_1	92	95544174	0.6413043478260869
HepG2	ENSG00000182512	ENST00000331334_1	92	95544310	0.358695652173913
HepG2	ENSG00000182512	ENST00000331334_1	92	95544049	0.10869565217391304
HepG2	ENSG00000179918	ENST00000478753_0	196	30443773	0.15306122448979592
HepG2	ENSG00000179918	ENST00000478753_0	196	30443976	0.25510204081632654
HepG2	ENSG00000179918	ENST00000478753_0	196	30444356	0.25510204081632654
HepG2	ENSG00000179918	ENST00000478753_0	196	30445369	0.1836734693877551
HepG2	ENSG00000179918	ENST00000478753_0	196	30445315	0.3469387755102041
HepG2	ENSG00000179918	ENST00000478753_0	196	30445503	0.061224489795918366
HepG2	ENSG00000179918	ENST00000478753_0	196	30444756	0.16326530612244897
HepG2	ENSG00000173660	ENST00000311672_0	457	46316593	0.03938730853391685
HepG2	ENSG00000173660	ENST00000496387_0	38	46316593	0.10526315789473684
HepG2	ENSG00000100902	ENST00000261479_0	308	35317438	0.06818181818181818
HepG2	ENSG00000100902	ENST00000622405_0	12	35317438	0.16666666666666666
HepG2	ENSG00000204435	ENST00000375882_0	454	31667909	0.05506607929515418
HepG2	ENSG00000165389	ENST00000298130_0	372	34434526	0.12365591397849462
HepG2	ENSG00000165389	ENST00000298130_0	372	34435082	0.13978494623655913
HepG2	ENSG00000107223	ENST00000224073_0	361	136862324	0.1523545706371191
HepG2	ENSG00000107223	ENST00000371649_0	19	136862324	0.2631578947368421
HepG2	ENSG00000177733	ENST00000314940_0	43	137752879	0.3023255813953488
HepG2	ENSG00000177733	ENST00000314940_0	43	137753203	0.4186046511627907
HepG2	ENSG00000177733	ENST00000314940_0	43	137752904	0.46511627906976744
HepG2	ENSG00000177733	ENST00000314940_0	43	137753963	0.3023255813953488
HepG2	ENSG00000177733	ENST00000314940_0	43	137752741	0.3023255813953488
HepG2	ENSG00000177733	ENST00000314940_0	43	137752947	0.3488372093023256
HepG2	ENSG00000177733	ENST00000314940_0	43	137753973	0.2558139534883721
HepG2	ENSG00000177733	ENST00000314940_1	91	137752904	0.5604395604395604
HepG2	ENSG00000177733	ENST00000314940_1	91	137753963	0.3076923076923077
HepG2	ENSG00000177733	ENST00000314940_1	91	137752947	0.3076923076923077
HepG2	ENSG00000177733	ENST00000314940_1	91	137753203	0.4175824175824176
HepG2	ENSG00000177733	ENST00000314940_1	91	137752741	0.10989010989010989
HepG2	ENSG00000177733	ENST00000314940_1	91	137752879	0.21978021978021978
HepG2	ENSG00000177733	ENST00000314940_1	91	137753973	0.2967032967032967
HepG2	ENSG00000143870	ENST00000272227_0	185	10784188	0.05945945945945946
HepG2	ENSG00000185883	ENST00000330398_0	289	2519929	0.03806228373702422
HepG2	ENSG00000161960	ENST00000293831_0	234	7578804	0.05555555555555555
HepG2	ENSG00000141505	ENST00000269299_0	261	7173774	0.20689655172413793
HepG2	ENSG00000141505	ENST00000619926_0	11	7173774	0.09090909090909091
HepG2	ENSG00000171314	ENST00000334828_0	276	97432834	0.32608695652173914
HepG2	ENSG00000101084	ENST00000344795_0	155	36612092	0.12903225806451613
HepG2	ENSG00000101084	ENST00000483815_0	12	36612092	0.16666666666666666
HepG2	ENSG00000101084	ENST00000342422_0	3	36612092	0.3333333333333333
HepG2	ENSG00000184840	ENST00000332598_0	358	177595495	0.22625698324022347
HepG2	ENSG00000164379	ENST00000296839_0	33	1314183	0.6060606060606061
HepG2	ENSG00000164379	ENST00000296839_0	33	1312838	0.2727272727272727
HepG2	ENSG00000164379	ENST00000296839_0	33	1313276	0.030303030303030304
HepG2	ENSG00000164379	ENST00000296839_0	33	1313987	0.21212121212121213
HepG2	ENSG00000164379	ENST00000296839_0	33	1314123	0.06060606060606061
HepG2	ENSG00000164379	ENST00000296839_0	33	1312690	0.15151515151515152
HepG2	ENSG00000132031	ENST00000407540_0	403	19993126	0.19106699751861042
HepG2	ENSG00000132031	ENST00000407540_0	403	19994312	0.07444168734491315
HepG2	ENSG00000132031	ENST00000407540_0	403	20006193	0.19602977667493796
HepG2	ENSG00000250479	ENST00000484558_0	351	23766205	0.05698005698005698
HepG2	ENSG00000115738	ENST00000396290_0	120	8683872	0.38333333333333336
HepG2	ENSG00000115738	ENST00000396290_0	120	8683798	0.16666666666666666
HepG2	ENSG00000115738	ENST00000396290_0	120	8683900	0.15
HepG2	ENSG00000115738	ENST00000396290_0	120	8684004	0.10833333333333334
HepG2	ENSG00000115738	ENST00000396290_1	236	8683872	0.3135593220338983
HepG2	ENSG00000115738	ENST00000396290_1	236	8683798	0.21610169491525424
HepG2	ENSG00000115738	ENST00000396290_1	236	8683900	0.1906779661016949
HepG2	ENSG00000115738	ENST00000396290_1	236	8684004	0.0847457627118644
HepG2	ENSG00000101444	ENST00000217426_0	377	34280677	0.26790450928381965
HepG2	ENSG00000178741	ENST00000322347_0	407	74920308	0.04668304668304668
HepG2	ENSG00000178741	ENST00000567270_0	9	74920308	0.2222222222222222
HepG2	ENSG00000175899	ENST00000318602_0	569	9072775	0.029876977152899824
HepG2	ENSG00000178952	ENST00000313511_0	260	28842855	0.35384615384615387
HepG2	ENSG00000137876	ENST00000260443_0	296	55181629	0.08445945945945946
HepG2	ENSG00000137876	ENST00000677730_0	5	55181629	0.0
HepG2	ENSG00000108953	ENST00000264335_0	269	1345200	0.10408921933085502
HepG2	ENSG00000108953	ENST00000571732_0	9	1345200	0.0
HepG2	ENSG00000101255	ENST00000217233_0	61	396566	0.18032786885245902
HepG2	ENSG00000101255	ENST00000217233_0	61	396630	0.5081967213114754
HepG2	ENSG00000101255	ENST00000217233_0	61	397083	0.45901639344262296
HepG2	ENSG00000101255	ENST00000217233_0	61	396401	0.21311475409836064
HepG2	ENSG00000101255	ENST00000217233_0	61	397332	0.13114754098360656
HepG2	ENSG00000123144	ENST00000242784_0	172	12730930	0.1744186046511628
HepG2	ENSG00000123144	ENST00000242784_0	172	12730868	0.0755813953488372
HepG2	ENSG00000123144	ENST00000242784_0	172	12730812	0.14534883720930233
HepG2	ENSG00000175768	ENST00000321301_0	260	37588803	0.43846153846153846
HepG2	ENSG00000175768	ENST00000321301_0	260	37588790	0.12692307692307692
HepG2	ENSG00000239264	ENST00000379757_0	342	7882817	0.4444444444444444
HepG2	ENSG00000101608	ENST00000217652_0	225	3256077	0.3466666666666667
HepG2	ENSG00000101608	ENST00000579226_1	6	3256077	0.16666666666666666
HepG2	ENSG00000155368	ENST00000355857_0	370	119372322	0.06756756756756757
HepG2	ENSG00000253368	ENST00000522111_0	78	26999887	0.08974358974358974
HepG2	ENSG00000184076	ENST00000330029_0	367	29769872	0.2888283378746594
HepG2	ENSG00000184076	ENST00000401406_0	84	29769872	0.2619047619047619
HepG2	ENSG00000164733	ENST00000353047_0	329	11845019	0.2978723404255319
HepG2	ENSG00000164733	ENST00000453527_0	27	11845019	0.2962962962962963
HepG2	ENSG00000164733	ENST00000678242_0	16	11845019	0.3125
HepG2	ENSG00000164733	ENST00000679214_0	5	11845019	0.4
HepG2	ENSG00000164713	ENST00000297290_0	217	98291334	0.23963133640552994
HepG2	ENSG00000067225	ENST00000335181_0	351	72199402	0.07122507122507123
HepG2	ENSG00000104408	ENST00000677447_0	17	108233503	0.4117647058823529
HepG2	ENSG00000086061	ENST00000330899_0	118	33038963	0.3728813559322034
HepG2	ENSG00000086061	ENST00000330899_0	118	33038803	0.1694915254237288
HepG2	ENSG00000148834	ENST00000369713_0	270	104267341	0.07037037037037037
HepG2	ENSG00000148834	ENST00000369710_0	7	104267341	0.14285714285714285
HepG2	ENSG00000131669	ENST00000375446_0	268	93121852	0.05223880597014925
HepG2	ENSG00000131669	ENST00000375446_0	268	93121731	0.11940298507462686
HepG2	ENSG00000131669	ENST00000375446_0	268	93121911	0.05970149253731343
HepG2	ENSG00000125977	ENST00000374980_0	265	34089682	0.22641509433962265
HepG2	ENSG00000189403	ENST00000341423_0	37	30460329	0.1891891891891892
HepG2	ENSG00000171490	ENST00000571133_0	218	11837497	0.06880733944954129
HepG2	ENSG00000171490	ENST00000571133_0	218	11837681	0.5458715596330275
HepG2	ENSG00000171490	ENST00000571133_0	218	11837390	0.11467889908256881
HepG2	ENSG00000171490	ENST00000571133_0	218	11837900	0.1834862385321101
HepG2	ENSG00000172115	ENST00000305786_0	219	25123552	0.091324200913242
HepG2	ENSG00000197746	ENST00000394936_0	181	71816361	0.0718232044198895
HepG2	ENSG00000177732	ENST00000342665_0	11	328008	0.18181818181818182
HepG2	ENSG00000177732	ENST00000342665_0	11	328043	0.09090909090909091
HepG2	ENSG00000177732	ENST00000342665_0	11	328096	0.5454545454545454
HepG2	ENSG00000177732	ENST00000342665_0	11	328683	0.2727272727272727
HepG2	ENSG00000177732	ENST00000342665_0	11	328705	0.09090909090909091
HepG2	ENSG00000166913	ENST00000353703_0	128	44906956	0.2109375
HepG2	ENSG00000166913	ENST00000372839_0	25	44906956	0.16
HepG2	ENSG00000132646	ENST00000379143_0	304	5119677	0.08223684210526316
HepG2	ENSG00000115310	ENST00000317610_0	82	54972369	0.24390243902439024
HepG2	ENSG00000115310	ENST00000317610_0	82	55050062	0.2073170731707317
HepG2	ENSG00000122705	ENST00000345519_0	153	36211871	0.0915032679738562
HepG2	ENSG00000134419	ENST00000322989_0	277	18782969	0.08664259927797834
HepG2	ENSG00000134419	ENST00000563390_0	77	18782969	0.12987012987012986
HepG2	ENSG00000134419	ENST00000565420_0	5	18782969	0.0
HepG2	ENSG00000143106	ENST00000271308_0	266	109402020	0.10526315789473684
HepG2	ENSG00000143106	ENST00000271308_0	266	109401983	0.06766917293233082
HepG2	ENSG00000214274	ENST00000336811_0	123	20694125	0.11382113821138211
HepG2	ENSG00000214274	ENST00000397990_0	41	20694125	0.0975609756097561
HepG2	ENSG00000108179	ENST00000225174_0	187	79354003	0.11764705882352941
HepG2	ENSG00000108179	ENST00000225174_0	187	79354214	0.6470588235294118
HepG2	ENSG00000108179	ENST00000225174_0	187	79354067	0.13903743315508021
HepG2	ENSG00000108179	ENST00000225174_0	187	79354136	0.11764705882352941
HepG2	ENSG00000108179	ENST00000225174_0	187	79353823	0.0962566844919786
HepG2	ENSG00000067560	ENST00000418115_0	100	49359326	0.13
HepG2	ENSG00000105669	ENST00000262812_0	158	18906956	0.006329113924050633
HepG2	ENSG00000168374	ENST00000303436_0	199	57572112	0.06532663316582915
HepG2	ENSG00000168374	ENST00000303436_0	199	57572248	0.05527638190954774
HepG2	ENSG00000161011	ENST00000389805_0	212	179837073	0.07075471698113207
HepG2	ENSG00000115128	ENST00000233468_0	152	24067738	0.09868421052631579
HepG2	ENSG00000049449	ENST00000054950_0	119	32104639	0.3025210084033613
HepG2	ENSG00000049449	ENST00000054950_0	119	32105449	0.2605042016806723
HepG2	ENSG00000049449	ENST00000054950_0	119	32104497	0.17647058823529413
HepG2	ENSG00000273604	ENST00000621654_0	20	38673348	0.2
HepG2	ENSG00000273604	ENST00000621654_0	20	38672984	0.25
HepG2	ENSG00000273604	ENST00000621654_0	20	38673705	0.1
HepG2	ENSG00000273604	ENST00000621654_0	20	38673234	0.15
HepG2	ENSG00000273604	ENST00000621654_0	20	38673465	0.2
HepG2	ENSG00000155463	ENST00000285848_0	262	22771622	0.06870229007633588
HepG2	ENSG00000155463	ENST00000285848_0	262	22768101	0.06870229007633588
HepG2	ENSG00000155463	ENST00000285848_0	262	22771604	0.3053435114503817
HepG2	ENSG00000228474	ENST00000456793_0	353	27070493	0.08781869688385269
HepG2	ENSG00000169021	ENST00000304863_0	65	29207783	0.2
HepG2	ENSG00000169021	ENST00000304863_0	65	29207538	0.2923076923076923
HepG2	ENSG00000169021	ENST00000304863_0	65	29207494	0.09230769230769231
HepG2	ENSG00000169021	ENST00000304863_0	65	29207544	0.18461538461538463
HepG2	ENSG00000169021	ENST00000304863_1	65	29207544	0.16923076923076924
HepG2	ENSG00000169021	ENST00000304863_1	65	29207538	0.24615384615384617
HepG2	ENSG00000169021	ENST00000304863_1	65	29207494	0.12307692307692308
HepG2	ENSG00000169021	ENST00000304863_1	65	29207783	0.24615384615384617
HepG2	ENSG00000245848	ENST00000498907_0	17	33301234	0.23529411764705882
HepG2	ENSG00000245848	ENST00000498907_0	17	33301165	0.11764705882352941
HepG2	ENSG00000245848	ENST00000498907_0	17	33300258	0.11764705882352941
HepG2	ENSG00000245848	ENST00000498907_0	17	33301294	0.058823529411764705
HepG2	ENSG00000136238	ENST00000348035_0	80	6402659	0.0
HepG2	ENSG00000136238	ENST00000348035_1	104	6402659	0.08653846153846154
HepG2	ENSG00000136238	ENST00000348035_1	104	6403154	0.0673076923076923
HepG2	ENSG00000153048	ENST00000311052_0	220	8855124	0.1590909090909091
HepG2	ENSG00000153048	ENST00000311052_0	220	8855182	0.06818181818181818
HepG2	ENSG00000110696	ENST00000228136_0	184	16755166	0.09782608695652174
HepG2	ENSG00000186184	ENST00000302979_0	206	27623104	0.16990291262135923
HepG2	ENSG00000186184	ENST00000302979_0	206	27623207	0.4223300970873786
HepG2	ENSG00000103202	ENST00000219479_0	90	400537	0.2111111111111111
HepG2	ENSG00000103202	ENST00000219479_1	54	400537	0.24074074074074073
HepG2	ENSG00000257017	ENST00000355906_0	259	72060859	0.30115830115830117
HepG2	ENSG00000257017	ENST00000355906_0	259	72060316	0.03861003861003861
HepG2	ENSG00000257017	ENST00000565574_0	16	72060859	0.25
HepG2	ENSG00000257017	ENST00000565574_0	16	72060316	0.0
HepG2	ENSG00000256338	ENST00000544920_0	95	28315854	0.1368421052631579
HepG2	ENSG00000256338	ENST00000544920_0	95	28315994	0.18947368421052632
HepG2	ENSG00000256338	ENST00000544920_0	95	28315965	0.021052631578947368
HepG2	ENSG00000131910	ENST00000254227_0	183	26911682	0.4098360655737705
HepG2	ENSG00000131910	ENST00000254227_0	183	26911667	0.07650273224043716
HepG2	ENSG00000131910	ENST00000254227_0	183	26911864	0.04918032786885246
HepG2	ENSG00000101474	ENST00000217456_0	202	24963207	0.11386138613861387
HepG2	ENSG00000116661	ENST00000354287_0	168	11648469	0.14285714285714285
HepG2	ENSG00000119888	ENST00000263735_0	72	47386657	0.06944444444444445
HepG2	ENSG00000119888	ENST00000263735_0	72	47386851	0.0
HepG2	ENSG00000119888	ENST00000263735_1	129	47386657	0.046511627906976744
HepG2	ENSG00000119888	ENST00000263735_1	129	47386851	0.10077519379844961
HepG2	ENSG00000188229	ENST00000340384_0	188	137242645	0.06382978723404255
HepG2	ENSG00000113732	ENST00000519374_0	182	173034753	0.2802197802197802
HepG2	ENSG00000147872	ENST00000276914_0	165	19116294	0.20606060606060606
HepG2	ENSG00000155876	ENST00000380527_0	93	19049844	0.26881720430107525
HepG2	ENSG00000155876	ENST00000380527_0	93	19049964	0.16129032258064516
HepG2	ENSG00000137331	ENST00000259874_0	175	30743844	0.5142857142857142
HepG2	ENSG00000137331	ENST00000259874_0	175	30743988	0.11428571428571428
HepG2	ENSG00000137331	ENST00000259874_0	175	30743976	0.08
HepG2	ENSG00000137331	ENST00000259874_0	175	30743535	0.10857142857142857
HepG2	ENSG00000164405	ENST00000498309_0	7	132867418	0.42857142857142855
HepG2	ENSG00000062582	ENST00000317534_0	202	43866606	0.14356435643564355
HepG2	ENSG00000062582	ENST00000418740_0	5	43866606	0.0
HepG2	ENSG00000062582	ENST00000418740_1	21	43866606	0.19047619047619047
HepG2	ENSG00000114784	ENST00000232905_0	123	40312107	0.3089430894308943
HepG2	ENSG00000160075	ENST00000291386_0	128	1541741	0.15625
HepG2	ENSG00000160075	ENST00000291386_0	128	1564879	0.0390625
HepG2	ENSG00000204386	ENST00000375631_0	183	31859682	0.45901639344262296
HepG2	ENSG00000204386	ENST00000375631_0	183	31859553	0.41530054644808745
HepG2	ENSG00000204386	ENST00000375631_0	183	31859446	0.060109289617486336
HepG2	ENSG00000213585	ENST00000395044_0	233	133972063	0.10300429184549356
HepG2	ENSG00000213585	ENST00000395044_0	233	133972348	0.05150214592274678
HepG2	ENSG00000213585	ENST00000395047_0	3	133972063	0.3333333333333333
HepG2	ENSG00000213585	ENST00000395047_0	3	133972348	0.0
HepG2	ENSG00000103035	ENST00000219313_0	65	74305358	0.13846153846153847
HepG2	ENSG00000103035	ENST00000219313_1	77	74306071	0.2727272727272727
HepG2	ENSG00000103035	ENST00000219313_1	77	74305903	0.2597402597402597
HepG2	ENSG00000103035	ENST00000219313_1	77	74305358	0.1038961038961039
HepG2	ENSG00000173272	ENST00000309451_0	133	131484048	0.03759398496240601
HepG2	ENSG00000179218	ENST00000316448_0	47	12943936	0.2765957446808511
HepG2	ENSG00000179218	ENST00000316448_0	47	12944390	0.14893617021276595
HepG2	ENSG00000069849	ENST00000286371_0	166	141925765	0.30120481927710846
HepG2	ENSG00000136240	ENST00000258739_0	59	6462435	0.1694915254237288
HepG2	ENSG00000188488	ENST00000554866_0	131	94587853	0.2900763358778626
HepG2	ENSG00000188488	ENST00000554866_0	131	94587919	0.29770992366412213
HepG2	ENSG00000188488	ENST00000554866_0	131	94590264	0.20610687022900764
HepG2	ENSG00000188488	ENST00000554866_0	131	94587502	0.4961832061068702
HepG2	ENSG00000188488	ENST00000554866_0	131	94592778	0.24427480916030533
HepG2	ENSG00000188488	ENST00000329597_0	81	94587502	0.4444444444444444
HepG2	ENSG00000188488	ENST00000329597_0	81	94587919	0.2962962962962963
HepG2	ENSG00000188488	ENST00000329597_0	81	94590264	0.20987654320987653
HepG2	ENSG00000188488	ENST00000329597_0	81	94592778	0.20987654320987653
HepG2	ENSG00000188488	ENST00000329597_0	81	94587853	0.30864197530864196
HepG2	ENSG00000124802	ENST00000379715_0	63	8079911	0.1111111111111111
HepG2	ENSG00000124802	ENST00000379715_0	63	8079820	0.15873015873015872
HepG2	ENSG00000124802	ENST00000379715_1	138	8079820	0.15217391304347827
HepG2	ENSG00000124802	ENST00000379715_1	138	8079911	0.11594202898550725
HepG2	ENSG00000131495	ENST00000252102_0	129	140645535	0.13953488372093023
HepG2	ENSG00000131495	ENST00000502960_0	9	140645535	0.1111111111111111
HepG2	ENSG00000204389	ENST00000375651_0	112	31816451	0.08928571428571429
HepG2	ENSG00000204389	ENST00000375651_0	112	31817583	0.21428571428571427
HepG2	ENSG00000204389	ENST00000375651_0	112	31817724	0.08035714285714286
HepG2	ENSG00000182768	ENST00000331497_0	101	90271914	0.5445544554455446
HepG2	ENSG00000247315	ENST00000500893_0	16	299440	0.5
HepG2	ENSG00000247315	ENST00000500893_0	16	298296	0.1875
HepG2	ENSG00000247315	ENST00000500893_0	16	298173	0.1875
HepG2	ENSG00000247315	ENST00000500893_0	16	298389	0.0625
HepG2	ENSG00000247315	ENST00000500893_0	16	298466	0.125
HepG2	ENSG00000135220	ENST00000251566_0	95	68951167	0.4421052631578947
