Transcript	Site A	Site B	Transcript_counts	Counts_A	FreqA	Counts_B	FreqB	Counts_AB	obs_FreqAB	exp_FreqAB	SdFromExpected
ENST00000338825_0	38059928	38060209	2679	688	0.25681224337439346	343	0.1280328480776409	95	0.03546099290780142	0.03288040294043186	0.7490256738604175
ENST00000250383_0	23636555	23645427	2144	119	0.05550373134328358	183	0.0853544776119403	16	0.007462686567164179	0.004737491994319448	1.8376670958944568
ENST00000250383_0	23636555	23645159	2144	119	0.05550373134328358	118	0.05503731343283582	7	0.0032649253731343282	0.003054776258632212	0.17632528847185336
ENST00000250383_0	23636555	23636669	2144	119	0.05550373134328358	295	0.13759328358208955	15	0.006996268656716418	0.0076369406465805305	-0.34076354316374535
ENST00000250383_0	23645427	23645159	2144	183	0.0853544776119403	118	0.05503731343283582	11	0.005130597014925373	0.004697681137224326	0.29315454342093145
ENST00000250383_0	23645427	23636669	2144	183	0.0853544776119403	295	0.13759328358208955	34	0.01585820895522388	0.011744202843060816	1.7681978817353372
ENST00000250383_0	23645159	23636669	2144	118	0.05503731343283582	295	0.13759328358208955	24	0.011194029850746268	0.007572764674760525	1.9341767168755837
ENST00000298130_0	34435082	34434526	1961	194	0.09892911779704233	212	0.10810810810810811	25	0.012748597654258032	0.010695039761842415	0.8840756977436594
ENST00000407540_0	19993126	19994312	1627	227	0.13952059004302397	110	0.06760909649661954	17	0.010448678549477565	0.009432861035484104	0.4238828017785907
ENST00000407540_0	19993126	20006193	1627	227	0.13952059004302397	426	0.2618315918869084	58	0.03564843269821758	0.03653089819196571	-0.18973280968304862
ENST00000407540_0	19994312	20006193	1627	110	0.06760909649661954	426	0.2618315918869084	23	0.014136447449293177	0.017702197361745498	-1.0907104678927595
ENST00000426263_0	42926848	42926692	1610	214	0.13291925465838508	154	0.09565217391304348	18	0.011180124223602485	0.012714015662975964	-0.5493444038622649
ENST00000426263_0	42926848	42926654	1610	214	0.13291925465838508	200	0.12422360248447205	32	0.01987577639751553	0.016511708653215537	1.0592465677811471
ENST00000426263_0	42926848	42926639	1610	214	0.13291925465838508	388	0.24099378881987576	45	0.027950310559006212	0.03203271478723814	-0.9302543937484795
ENST00000426263_0	42926848	42926965	1610	214	0.13291925465838508	282	0.17515527950310558	41	0.02546583850931677	0.023281509201033907	0.5812203094509619
ENST00000426263_0	42926848	42926881	1610	214	0.13291925465838508	418	0.2596273291925466	84	0.05217391304347826	0.034509471085220476	3.8830206454371603
ENST00000426263_0	42926692	42926654	1610	154	0.09565217391304348	200	0.12422360248447205	22	0.013664596273291925	0.0118822576289495	0.6600081989105391
ENST00000426263_0	42926692	42926639	1610	154	0.09565217391304348	388	0.24099378881987576	34	0.02111801242236025	0.02305157980016203	-0.51699469130596
ENST00000426263_0	42926692	42926965	1610	154	0.09565217391304348	282	0.17515527950310558	30	0.018633540372670808	0.016753983256818795	0.5875953214315005
ENST00000426263_0	42926692	42926881	1610	154	0.09565217391304348	418	0.2596273291925466	44	0.02732919254658385	0.024833918444504458	0.6433825509922
ENST00000426263_0	42926654	42926639	1610	200	0.12422360248447205	388	0.24099378881987576	52	0.03229813664596273	0.02993711662358705	0.5559140873157774
ENST00000426263_0	42926654	42926965	1610	200	0.12422360248447205	282	0.17515527950310558	41	0.02546583850931677	0.021758419814050384	1.0196422869361483
ENST00000426263_0	42926654	42926881	1610	200	0.12422360248447205	418	0.2596273291925466	61	0.037888198757763975	0.03225184213572008	1.2801267196326425
ENST00000426263_0	42926639	42926965	1610	388	0.24099378881987576	282	0.17515527950310558	72	0.04472049689440994	0.04221133443925774	0.5007169935903022
ENST00000426263_0	42926639	42926881	1610	388	0.24099378881987576	418	0.2596273291925466	115	0.07142857142857142	0.06256857374329694	1.467907415645959
ENST00000426263_0	42926965	42926881	1610	282	0.17515527950310558	418	0.2596273291925466	86	0.05341614906832298	0.0454750974113653	1.5293627516978272
ENST00000272233_0	20447734	20448659	1408	177	0.12571022727272727	396	0.28125	59	0.04190340909090909	0.035356001420454544	1.3303184232207488
ENST00000272233_0	20447734	20447659	1408	177	0.12571022727272727	100	0.07102272727272728	12	0.008522727272727272	0.00892828318698347	-0.16177654158559276
ENST00000272233_0	20447734	20448154	1408	177	0.12571022727272727	152	0.10795454545454546	14	0.009943181818181818	0.013570990444214875	-1.176540838102247
ENST00000272233_0	20447734	20448106	1408	177	0.12571022727272727	185	0.13139204545454544	13	0.009232954545454546	0.01651732389591942	-2.1445693068321425
ENST00000272233_0	20447734	20448207	1408	177	0.12571022727272727	214	0.15198863636363635	22	0.015625	0.019106526020144624	-0.95426541710399
ENST00000272233_0	20448659	20447659	1408	396	0.28125	100	0.07102272727272728	32	0.022727272727272728	0.019975142045454548	0.7380858772846028
ENST00000272233_0	20448659	20448154	1408	396	0.28125	152	0.10795454545454546	47	0.033380681818181816	0.030362215909090908	0.6601096859660422
ENST00000272233_0	20448659	20448106	1408	396	0.28125	185	0.13139204545454544	55	0.0390625	0.036954012784090905	0.4193899163237443
ENST00000272233_0	20448659	20448207	1408	396	0.28125	214	0.15198863636363635	75	0.053267045454545456	0.04274680397727272	1.9514696376586604
ENST00000272233_0	20447659	20448154	1408	100	0.07102272727272728	152	0.10795454545454546	13	0.009232954545454546	0.007667226239669422	0.6735501290723377
ENST00000272233_0	20447659	20448106	1408	100	0.07102272727272728	185	0.13139204545454544	16	0.011363636363636364	0.009331821410123967	0.7929360511861513
ENST00000272233_0	20447659	20448207	1408	100	0.07102272727272728	214	0.15198863636363635	18	0.01278409090909091	0.010794647469008265	0.7224128515582634
ENST00000272233_0	20448154	20448106	1408	152	0.10795454545454546	185	0.13139204545454544	22	0.015625	0.014184368543388429	0.4571422562270415
ENST00000272233_0	20448154	20448207	1408	152	0.10795454545454546	214	0.15198863636363635	30	0.02130681818181818	0.01640786415289256	1.447008698421538
ENST00000272233_0	20448106	20448207	1408	185	0.13139204545454544	214	0.15198863636363635	33	0.0234375	0.019970097817665285	0.9300274907520589
ENST00000375446_0	93121911	93121852	1311	119	0.09077040427154844	104	0.07932875667429443	11	0.008390541571319604	0.007200703313685001	0.5095315561163656
ENST00000375446_0	93121911	93121731	1311	119	0.09077040427154844	133	0.10144927536231885	15	0.011441647597254004	0.00920859173769332	0.846473189981915
ENST00000375446_0	93121852	93121731	1311	104	0.07932875667429443	133	0.10144927536231885	14	0.010678871090770405	0.008047844880000885	1.0662065823777658
ENST00000321301_0	37588803	37588790	1275	465	0.36470588235294116	145	0.11372549019607843	66	0.05176470588235294	0.041476355247981544	1.8424645529771309
ENST00000571133_0	11837681	11837390	1261	495	0.39254559873116573	80	0.063441712926249	37	0.029341792228390166	0.024903765185165152	1.0113261603550197
ENST00000571133_0	11837681	11837497	1261	495	0.39254559873116573	79	0.0626486915146709	35	0.02775574940523394	0.02459246812035059	0.7252725560055446
ENST00000571133_0	11837681	11837900	1261	495	0.39254559873116573	195	0.15463917525773196	93	0.07375099127676447	0.06070292763884006	1.9404269890990897
ENST00000571133_0	11837390	11837497	1261	80	0.063441712926249	79	0.0626486915146709	9	0.007137192704203013	0.003974540302278883	1.7849675834034777
ENST00000571133_0	11837390	11837900	1261	80	0.063441712926249	195	0.15463917525773196	16	0.012688342585249802	0.009810574163852939	1.036828750143619
ENST00000571133_0	11837497	11837900	1261	79	0.0626486915146709	195	0.15463917525773196	21	0.016653449643140365	0.009687941986804779	2.525274067690545
ENST00000396290_1	8683798	8683900	1246	193	0.1548956661316212	140	0.11235955056179775	28	0.02247191011235955	0.017404007430519234	1.367965559259309
ENST00000396290_1	8683798	8683872	1246	193	0.1548956661316212	302	0.24237560192616373	55	0.044141252006420544	0.03754293031440578	1.2252867556838896
ENST00000396290_1	8683798	8684004	1246	193	0.1548956661316212	85	0.06821829855537721	20	0.016051364365971106	0.010566718797100966	1.8934082126561638
ENST00000396290_1	8683900	8683872	1246	140	0.11235955056179775	302	0.24237560192616373	33	0.026484751203852328	0.027233213699568957	-0.16232120223942034
ENST00000396290_1	8683900	8684004	1246	140	0.11235955056179775	85	0.06821829855537721	8	0.006420545746388443	0.00766497736577272	-0.5036692772121608
ENST00000396290_1	8683872	8684004	1246	302	0.24237560192616373	85	0.06821829855537721	28	0.02247191011235955	0.0165344511747383	1.643558522811641
ENST00000478753_0	30443976	30443773	1236	242	0.19579288025889968	178	0.14401294498381878	46	0.0372168284789644	0.02819670929294834	1.915724773330984
ENST00000478753_0	30443976	30445503	1236	242	0.19579288025889968	75	0.06067961165048544	17	0.013754045307443365	0.01188063593804003	0.6078793273992067
ENST00000478753_0	30443976	30444356	1236	242	0.19579288025889968	308	0.24919093851132687	72	0.05825242718446602	0.048789811585551054	1.5442500222020383
ENST00000478753_0	30443976	30445369	1236	242	0.19579288025889968	156	0.1262135922330097	39	0.03155339805825243	0.02471172275112326	1.5493647872935246
ENST00000478753_0	30443976	30444756	1236	242	0.19579288025889968	176	0.1423948220064725	41	0.03317152103559871	0.0278798923346006	1.130038108188863
ENST00000478753_0	30443976	30445315	1236	242	0.19579288025889968	318	0.25728155339805825	70	0.05663430420711974	0.05037389637728972	1.0063122675159026
ENST00000478753_0	30443773	30445503	1236	178	0.14401294498381878	75	0.06067961165048544	11	0.00889967637540453	0.008738649574260848	0.06082626535940099
ENST00000478753_0	30443773	30444356	1236	178	0.14401294498381878	308	0.24919093851132687	47	0.03802588996763754	0.035886720918297886	0.4043183207039174
ENST00000478753_0	30443773	30445369	1236	178	0.14401294498381878	156	0.1262135922330097	22	0.01779935275080906	0.018176391114462565	-0.09922570934089625
ENST00000478753_0	30443773	30444756	1236	178	0.14401294498381878	176	0.1423948220064725	30	0.024271844660194174	0.02050669766759879	0.9339907424362558
ENST00000478753_0	30443773	30445315	1236	178	0.14401294498381878	318	0.25728155339805825	52	0.042071197411003236	0.037051874194866	0.9342172057816758
ENST00000478753_0	30445503	30444356	1236	75	0.06067961165048544	308	0.24919093851132687	20	0.016181229773462782	0.01512080937568731	0.3054979557705066
ENST00000478753_0	30445503	30445369	1236	75	0.06067961165048544	156	0.1262135922330097	17	0.013754045307443365	0.007658591761711755	2.458160547335152
ENST00000478753_0	30445503	30444756	1236	75	0.06067961165048544	176	0.1423948220064725	9	0.007281553398058253	0.008640462500392748	-0.5161970920212301
ENST00000478753_0	30445503	30445315	1236	75	0.06067961165048544	318	0.25728155339805825	25	0.020226537216828478	0.015611744745027807	1.3087372935886976
ENST00000478753_0	30444356	30445369	1236	308	0.24919093851132687	156	0.1262135922330097	37	0.029935275080906147	0.0314512835014296	-0.30537320506816085
ENST00000478753_0	30444356	30444756	1236	308	0.24919093851132687	176	0.1423948220064725	41	0.03317152103559871	0.03548349933494622	-0.439364472489438
ENST00000478753_0	30444356	30445315	1236	308	0.24919093851132687	318	0.25728155339805825	89	0.07200647249190939	0.0641122317529142	1.1330191977780706
ENST00000478753_0	30445369	30444756	1236	156	0.1262135922330097	176	0.1423948220064725	15	0.012135922330097087	0.017972162000816916	-1.544472897903689
ENST00000478753_0	30445369	30445315	1236	156	0.1262135922330097	318	0.25728155339805825	44	0.03559870550161812	0.03247242906965784	0.6200797499570991
ENST00000478753_0	30444756	30445315	1236	176	0.1423948220064725	318	0.25728155339805825	44	0.03559870550161812	0.036635561001665255	-0.1940352982320497
ENST00000242784_0	12730868	12730930	1231	76	0.06173842404549147	277	0.22502030869212022	17	0.01380991064175467	0.013892399236881509	-0.024727041215384927
ENST00000242784_0	12730868	12730812	1231	76	0.06173842404549147	192	0.15597075548334688	10	0.008123476848090982	0.009629388640726533	-0.5410411915810025
ENST00000242784_0	12730930	12730812	1231	277	0.22502030869212022	192	0.15597075548334688	46	0.03736799350121852	0.03509658754580592	0.43306134409408575
ENST00000271308_0	109402020	109401983	1212	138	0.11386138613861387	99	0.08168316831683169	13	0.010726072607260726	0.009300558768748163	0.5170080055238494
ENST00000285848_0	22771604	22771622	1202	348	0.2895174708818636	57	0.04742096505823627	19	0.015806988352745424	0.01372919787043779	0.6190608163872487
ENST00000285848_0	22771604	22768101	1202	348	0.2895174708818636	79	0.06572379367720466	22	0.018302828618968387	0.01902818652218571	-0.18406771318084006
ENST00000285848_0	22771622	22768101	1202	57	0.04742096505823627	79	0.06572379367720466	3	0.0024958402662229617	0.003116685723461452	-0.3861598101414461
ENST00000331334_0	95544174	95544310	1176	648	0.5510204081632653	283	0.24064625850340135	169	0.14370748299319727	0.13260099958350685	1.1230455607021441
ENST00000331334_0	95544174	95544049	1176	648	0.5510204081632653	83	0.070578231292517	48	0.04081632653061224	0.03889004581424406	0.3416783592124157
ENST00000331334_0	95544310	95544049	1176	283	0.24064625850340135	83	0.070578231292517	25	0.021258503401360544	0.0169843872923319	1.1343441267344077
ENST00000355906_0	72060859	72060316	1093	324	0.29643183897529735	78	0.07136322049405307	26	0.023787740164684355	0.02115433068625178	0.6050227691525063
ENST00000302979_0	27623104	27623207	1070	118	0.1102803738317757	413	0.385981308411215	43	0.04018691588785047	0.0425661629836667	-0.38551812309909117
ENST00000254227_0	26911864	26911682	972	54	0.05555555555555555	278	0.28600823045267487	19	0.01954732510288066	0.015889346136259714	0.9120094885369673
ENST00000254227_0	26911864	26911667	972	54	0.05555555555555555	98	0.10082304526748971	6	0.006172839506172839	0.005601280292638317	0.23876487159817464
ENST00000254227_0	26911682	26911667	972	278	0.28600823045267487	98	0.10082304526748971	33	0.033950617283950615	0.02883622076580467	0.9528227524305011
ENST00000375631_0	31859682	31859446	963	398	0.4132917964693666	77	0.07995846313603323	34	0.035306334371754934	0.0330461768724208	0.3923632911095929
ENST00000375631_0	31859682	31859553	963	398	0.4132917964693666	343	0.3561786085150571	149	0.15472481827622014	0.1472056969771472	0.6585606544969095
ENST00000375631_0	31859446	31859553	963	77	0.07995846313603323	343	0.3561786085150571	29	0.030114226375908618	0.028479494138794807	0.30497739413118713
ENST00000360079_0	41663936	41663811	927	68	0.07335490830636461	56	0.06040992448759439	3	0.003236245954692557	0.004431364471581897	-0.5478308734417464
ENST00000395044_0	133972348	133972063	922	59	0.06399132321041215	89	0.09652928416485901	8	0.008676789587852495	0.006177036622263212	0.9687639092155583
ENST00000252818_0	18280365	18280261	915	73	0.07978142076502732	176	0.1923497267759563	12	0.013114754098360656	0.015345934485950612	-0.549043458660629
ENST00000303004_0	50192440	50192112	913	372	0.40744797371303393	159	0.1741511500547645	63	0.06900328587075576	0.07095753320960832	-0.22998413619109906
ENST00000303004_0	50192440	50191581	913	372	0.40744797371303393	152	0.1664841182913472	65	0.07119386637458927	0.06783361665321047	0.40377343049864145
ENST00000303004_0	50192112	50191581	913	159	0.1741511500547645	152	0.1664841182913472	29	0.03176341730558598	0.028993400666291573	0.4988352064675456
ENST00000374865_0	101390286	101390297	890	539	0.6056179775280899	123	0.13820224719101123	77	0.08651685393258426	0.08369776543365737	0.30368784417447403
ENST00000374865_0	101390286	101390181	890	539	0.6056179775280899	84	0.09438202247191012	57	0.06404494382022471	0.05715944956444893	0.8848445459178281
ENST00000374865_0	101390286	101390595	890	539	0.6056179775280899	51	0.05730337078651685	35	0.03932584269662921	0.034703951521272564	0.7533468743779295
ENST00000374865_0	101390297	101390181	890	123	0.13820224719101123	84	0.09438202247191012	18	0.020224719101123594	0.0130438076000505	1.8880932843357945
ENST00000374865_0	101390297	101390595	890	123	0.13820224719101123	51	0.05730337078651685	5	0.0056179775280898875	0.007919454614316373	-0.7746054618731669
ENST00000374865_0	101390181	101390595	890	84	0.09438202247191012	51	0.05730337078651685	5	0.0056179775280898875	0.005408408029289232	0.0852444203345015
ENST00000381237_0	22419818	22420543	888	74	0.08333333333333333	149	0.1677927927927928	9	0.010135135135135136	0.013982732732732733	-0.9764676037326849
ENST00000381237_0	22419818	22419721	888	74	0.08333333333333333	110	0.12387387387387387	9	0.010135135135135136	0.010322822822822823	-0.055334533438274214
ENST00000381237_0	22419818	22419763	888	74	0.08333333333333333	105	0.11824324324324324	4	0.0045045045045045045	0.009853603603603604	-1.6137634595414132
ENST00000381237_0	22419818	22421483	888	74	0.08333333333333333	52	0.05855855855855856	6	0.006756756756756757	0.004879879879879879	0.8026014633050451
ENST00000381237_0	22419818	22420142	888	74	0.08333333333333333	74	0.08333333333333333	4	0.0045045045045045045	0.006944444444444444	-0.8755482662793447
ENST00000381237_0	22420543	22419721	888	149	0.1677927927927928	110	0.12387387387387387	17	0.019144144144144143	0.020785143251359467	-0.3427672495809295
ENST00000381237_0	22420543	22419763	888	149	0.1677927927927928	105	0.11824324324324324	31	0.03490990990990991	0.019840364012661312	3.2202042850362878
ENST00000381237_0	22420543	22421483	888	149	0.1677927927927928	52	0.05855855855855856	14	0.015765765765765764	0.00982570408246084	1.7945673969184086
ENST00000381237_0	22420543	22420142	888	149	0.1677927927927928	74	0.08333333333333333	22	0.024774774774774775	0.013982732732732733	2.7388725470550908
ENST00000381237_0	22419721	22419763	888	110	0.12387387387387387	105	0.11824324324324324	11	0.012387387387387387	0.014647248599951302	-0.56055000127709
ENST00000381237_0	22419721	22421483	888	110	0.12387387387387387	52	0.05855855855855856	5	0.00563063063063063	0.00725387549711874	-0.5700151153311516
ENST00000381237_0	22419721	22420142	888	110	0.12387387387387387	74	0.08333333333333333	7	0.007882882882882882	0.010322822822822823	-0.7193489346975671
ENST00000381237_0	22419763	22421483	888	105	0.11824324324324324	52	0.05855855855855856	9	0.010135135135135136	0.006924153883613343	1.153904023328613
ENST00000381237_0	22419763	22420142	888	105	0.11824324324324324	74	0.08333333333333333	9	0.010135135135135136	0.009853603603603604	0.08493491892323228
ENST00000381237_0	22421483	22420142	888	52	0.05855855855855856	74	0.08333333333333333	5	0.00563063063063063	0.004879879879879879	0.3210405853220181
ENST00000311052_0	8855182	8855124	865	48	0.055491329479768786	98	0.11329479768786127	3	0.003468208092485549	0.006286878946840857	-1.0488282037148775
ENST00000303436_0	57572248	57572112	849	40	0.04711425206124853	69	0.0812720848056537	4	0.004711425206124852	0.0038290734890767354	0.41627640777745156
ENST00000377050_0	29556017	29555964	786	111	0.14122137404580154	262	0.3333333333333333	45	0.05725190839694656	0.04707379134860051	1.3472850450988783
ENST00000316448_0	12944390	12943936	781	58	0.07426376440460948	192	0.24583866837387963	16	0.020486555697823303	0.018256904949660716	0.46542515558018566
ENST00000544920_0	28315854	28315994	778	132	0.16966580976863754	126	0.16195372750642673	31	0.03984575835475578	0.02747801032242716	2.1102702244170586
ENST00000544920_0	28315854	28315965	778	132	0.16966580976863754	50	0.06426735218508997	6	0.007712082262210797	0.010903972350169508	-0.8572867806718968
ENST00000544920_0	28315994	28315965	778	126	0.16195372750642673	50	0.06426735218508997	12	0.015424164524421594	0.01040833724334362	1.378521932323728
ENST00000225174_0	79354136	79353823	764	84	0.1099476439790576	86	0.112565445026178	11	0.014397905759162303	0.012376305474082399	0.5054180048126161
ENST00000225174_0	79354136	79354214	764	84	0.1099476439790576	417	0.5458115183246073	41	0.05366492146596859	0.06001069049642279	-0.7385079434950181
ENST00000225174_0	79354136	79354003	764	84	0.1099476439790576	62	0.08115183246073299	6	0.007853403141361256	0.0089224527836408	-0.31423069353526223
ENST00000225174_0	79354136	79354067	764	84	0.1099476439790576	121	0.15837696335078533	14	0.01832460732984293	0.017413173980976398	0.19259595264191448
ENST00000225174_0	79353823	79354214	764	86	0.112565445026178	417	0.5458115183246073	46	0.060209424083769635	0.06143951646062333	-0.141588955936781
ENST00000225174_0	79353823	79354003	764	86	0.112565445026178	62	0.08115183246073299	6	0.007853403141361256	0.009134892135632247	-0.3723081819032604
ENST00000225174_0	79353823	79354067	764	86	0.112565445026178	121	0.15837696335078533	18	0.02356020942408377	0.017827773361475834	1.1974117678187408
ENST00000225174_0	79354214	79354003	764	417	0.5458115183246073	62	0.08115183246073299	36	0.04712041884816754	0.044293604890216824	0.37976168584271536
ENST00000225174_0	79354214	79354067	764	417	0.5458115183246073	121	0.15837696335078533	74	0.0968586387434555	0.08644397083413283	1.0243707223924805
ENST00000225174_0	79354003	79354067	764	62	0.08115183246073299	121	0.15837696335078533	14	0.01832460732984293	0.01285258079548258	1.342791846073038
ENST00000216780_0	24104092	24103843	762	94	0.12335958005249344	158	0.2073490813648294	23	0.030183727034120734	0.025578495601435648	0.8052264221328973
ENST00000216714_0	20457353	20456760	750	296	0.39466666666666667	42	0.056	20	0.02666666666666667	0.022101333333333334	0.8504464252501183
ENST00000054950_0	32104639	32104497	749	133	0.17757009345794392	120	0.1602136181575434	18	0.02403204272363151	0.028449147149470323	-0.7271285230092979
ENST00000054950_0	32104639	32105449	749	133	0.17757009345794392	143	0.1909212283044059	23	0.030707610146862484	0.033901900353118804	-0.48305061941646166
ENST00000054950_0	32104497	32105449	749	120	0.1602136181575434	143	0.1909212283044059	27	0.036048064085447265	0.03058818076973125	0.867747339880413
ENST00000259874_0	30743988	30743535	749	60	0.0801068090787717	76	0.10146862483311081	8	0.010680907877169559	0.008128327756991521	0.7780221193782657
ENST00000259874_0	30743988	30743976	749	60	0.0801068090787717	58	0.0774365821094793	5	0.006675567423230975	0.006203197498756687	0.16465182377823898
ENST00000259874_0	30743988	30743844	749	60	0.0801068090787717	271	0.36181575433911883	30	0.04005340453938585	0.028983905554535554	1.8058314258502963
ENST00000259874_0	30743535	30743976	749	76	0.10146862483311081	58	0.0774365821094793	6	0.00801068090787717	0.007857383498425135	0.04751707479230597
ENST00000259874_0	30743535	30743844	749	76	0.10146862483311081	271	0.36181575433911883	28	0.037383177570093455	0.036712947035745035	0.09753885045400194
ENST00000259874_0	30743976	30743844	749	58	0.0774365821094793	271	0.36181575433911883	25	0.03337783711615487	0.02801777536938437	0.8889241715679808
ENST00000291386_0	1541741	1564879	742	132	0.1778975741239892	43	0.057951482479784364	7	0.009433962264150943	0.010309428150042502	-0.2360881427455203
ENST00000382581_0	6642581	6642494	732	56	0.07650273224043716	163	0.2226775956284153	18	0.02459016393442623	0.017035444474304995	1.5795312355905828
ENST00000382581_0	6642581	6642235	732	56	0.07650273224043716	147	0.20081967213114754	17	0.023224043715846996	0.015363253605661561	1.7291876350748792
ENST00000382581_0	6642581	6641044	732	56	0.07650273224043716	96	0.13114754098360656	8	0.01092896174863388	0.010033145211860611	0.24319001512382266
ENST00000382581_0	6642581	6642289	732	56	0.07650273224043716	124	0.16939890710382513	10	0.01366120218579235	0.012959479231986622	0.1678649236618583
ENST00000382581_0	6642494	6642235	732	163	0.2226775956284153	147	0.20081967213114754	35	0.04781420765027322	0.04471804174505061	0.4052962524840761
ENST00000382581_0	6642494	6641044	732	163	0.2226775956284153	96	0.13114754098360656	21	0.028688524590163935	0.029203619098808566	-0.08276754021394973
ENST00000382581_0	6642494	6642289	732	163	0.2226775956284153	124	0.16939890710382513	36	0.04918032786885246	0.03772134133596106	1.627263033721907
ENST00000382581_0	6642235	6641044	732	147	0.20081967213114754	96	0.13114754098360656	18	0.02459016393442623	0.026337006181134104	-0.29513566384862583
ENST00000382581_0	6642235	6642289	732	147	0.20081967213114754	124	0.16939890710382513	34	0.04644808743169399	0.03401863298396488	1.8550892298385446
ENST00000382581_0	6641044	6642289	732	96	0.13114754098360656	124	0.16939890710382513	13	0.017759562841530054	0.022216250111977066	-0.8181085193068063
ENST00000244741_0	36687166	36684436	694	74	0.10662824207492795	36	0.05187319884726225	4	0.005763688760806916	0.0055311480038867525	0.08259915123886998
