Sample	GeneID	Coverage	m6A_Site	ModFreq
HepG2	ENSG00000179918	308	30444756	0.14935064935064934
HepG2	ENSG00000173660	670	46316593	0.08059701492537313
HepG2	ENSG00000100902	350	35317438	0.04857142857142857
HepG2	ENSG00000204435	527	31667909	0.07590132827324478
HepG2	ENSG00000165389	431	34434526	0.14617169373549885
HepG2	ENSG00000165389	431	34435082	0.18097447795823665
HepG2	ENSG00000107223	504	136862324	0.1527777777777778
HepG2	ENSG00000177733	202	137752904	0.5148514851485149
HepG2	ENSG00000177733	202	137752947	0.29207920792079206
HepG2	ENSG00000177733	202	137753203	0.4900990099009901
HepG2	ENSG00000177733	202	137752741	0.19306930693069307
HepG2	ENSG00000177733	202	137752879	0.27722772277227725
HepG2	ENSG00000177733	202	137753973	0.37623762376237624
HepG2	ENSG00000177733	202	137753963	0.32673267326732675
HepG2	ENSG00000143870	277	10784188	0.10469314079422383
HepG2	ENSG00000185883	373	2519929	0.08042895442359249
HepG2	ENSG00000161960	277	7578804	0.061371841155234655
HepG2	ENSG00000141505	343	7173774	0.1924198250728863
HepG2	ENSG00000171314	335	97432834	0.3611940298507463
HepG2	ENSG00000101084	211	36612092	0.14218009478672985
HepG2	ENSG00000184840	444	177595495	0.3536036036036036
HepG2	ENSG00000164379	80	1312838	0.5
HepG2	ENSG00000164379	80	1312690	0.1625
HepG2	ENSG00000164379	80	1313276	0.0875
HepG2	ENSG00000164379	80	1313987	0.2375
HepG2	ENSG00000164379	80	1314183	0.475
HepG2	ENSG00000164379	80	1314123	0.05
HepG2	ENSG00000132031	497	19994312	0.096579476861167
HepG2	ENSG00000132031	497	20006193	0.29979879275653926
HepG2	ENSG00000132031	497	19993126	0.1529175050301811
HepG2	ENSG00000250479	455	23766205	0.06373626373626373
HepG2	ENSG00000115738	419	8683798	0.2052505966587112
HepG2	ENSG00000115738	419	8683872	0.34844868735083534
HepG2	ENSG00000115738	419	8684004	0.10023866348448687
HepG2	ENSG00000115738	419	8683900	0.15513126491646778
HepG2	ENSG00000101444	567	34280677	0.24867724867724866
HepG2	ENSG00000178741	411	74920308	0.07785888077858881
HepG2	ENSG00000175899	1028	9072775	0.02237354085603113
HepG2	ENSG00000178952	340	28842855	0.4
HepG2	ENSG00000137876	350	55181629	0.11428571428571428
HepG2	ENSG00000108953	392	1345200	0.10204081632653061
HepG2	ENSG00000101255	75	396630	0.5066666666666667
HepG2	ENSG00000101255	75	397332	0.16
HepG2	ENSG00000101255	75	396401	0.17333333333333334
HepG2	ENSG00000101255	75	397083	0.48
HepG2	ENSG00000101255	75	396566	0.21333333333333335
HepG2	ENSG00000123144	335	12730812	0.20597014925373133
HepG2	ENSG00000123144	335	12730868	0.08358208955223881
HepG2	ENSG00000123144	335	12730930	0.2865671641791045
HepG2	ENSG00000175768	316	37588803	0.45569620253164556
HepG2	ENSG00000175768	316	37588790	0.16455696202531644
HepG2	ENSG00000239264	395	7882817	0.42278481012658226
HepG2	ENSG00000101608	267	3256077	0.27715355805243447
HepG2	ENSG00000196531	674	56725190	0.004451038575667656
HepG2	ENSG00000155368	372	119372322	0.10215053763440861
HepG2	ENSG00000253368	183	26999887	0.09836065573770492
HepG2	ENSG00000184076	471	29769872	0.24416135881104034
HepG2	ENSG00000164733	567	11845019	0.3315696649029982
HepG2	ENSG00000164713	244	98291334	0.27459016393442626
HepG2	ENSG00000067225	438	72199402	0.05251141552511415
HepG2	ENSG00000104408	686	108233503	0.004373177842565598
HepG2	ENSG00000086061	149	33038963	0.3624161073825503
HepG2	ENSG00000086061	149	33038803	0.174496644295302
HepG2	ENSG00000148834	297	104267341	0.0707070707070707
HepG2	ENSG00000131669	367	93121852	0.08174386920980926
HepG2	ENSG00000131669	367	93121731	0.1008174386920981
HepG2	ENSG00000131669	367	93121911	0.10354223433242507
HepG2	ENSG00000125977	401	34089682	0.18204488778054864
HepG2	ENSG00000189403	168	30460329	0.023809523809523808
HepG2	ENSG00000171490	342	11837390	0.06140350877192982
HepG2	ENSG00000171490	342	11837681	0.5116959064327485
HepG2	ENSG00000171490	342	11837900	0.27485380116959063
HepG2	ENSG00000171490	342	11837497	0.09064327485380116
HepG2	ENSG00000172115	254	25123552	0.08267716535433071
HepG2	ENSG00000197746	279	71816361	0.0931899641577061
HepG2	ENSG00000177732	8	328008	0.5
HepG2	ENSG00000177732	8	328096	0.125
HepG2	ENSG00000177732	8	328043	0.125
HepG2	ENSG00000166913	191	44906956	0.17277486910994763
HepG2	ENSG00000132646	333	5119677	0.07207207207207207
HepG2	ENSG00000115310	99	54972369	0.25252525252525254
HepG2	ENSG00000115310	99	55050062	0.1414141414141414
HepG2	ENSG00000122705	233	36211871	0.0815450643776824
HepG2	ENSG00000134419	484	18782969	0.0743801652892562
HepG2	ENSG00000143106	314	109401983	0.11146496815286625
HepG2	ENSG00000143106	314	109402020	0.1178343949044586
HepG2	ENSG00000214274	202	20694125	0.07425742574257425
HepG2	ENSG00000108179	202	79353823	0.15346534653465346
HepG2	ENSG00000108179	202	79354214	0.6435643564356436
HepG2	ENSG00000108179	202	79354067	0.2376237623762376
HepG2	ENSG00000108179	202	79354136	0.09900990099009901
HepG2	ENSG00000108179	202	79354003	0.07920792079207921
HepG2	ENSG00000067560	172	49359326	0.12790697674418605
HepG2	ENSG00000105669	243	18906956	0.00411522633744856
HepG2	ENSG00000168374	246	57572248	0.07723577235772358
HepG2	ENSG00000168374	246	57572112	0.08536585365853659
HepG2	ENSG00000161011	320	179837073	0.0875
HepG2	ENSG00000115128	166	24067738	0.1566265060240964
HepG2	ENSG00000049449	194	32104497	0.18556701030927836
HepG2	ENSG00000049449	194	32105449	0.211340206185567
HepG2	ENSG00000049449	194	32104639	0.29381443298969073
HepG2	ENSG00000273604	36	38673465	0.3055555555555556
HepG2	ENSG00000273604	36	38672984	0.25
HepG2	ENSG00000273604	36	38673348	0.2777777777777778
HepG2	ENSG00000273604	36	38673234	0.25
HepG2	ENSG00000273604	36	38673705	0.16666666666666666
HepG2	ENSG00000155463	360	22771604	0.4
HepG2	ENSG00000155463	360	22768101	0.05555555555555555
HepG2	ENSG00000155463	360	22771622	0.06111111111111111
HepG2	ENSG00000228474	454	27070493	0.07048458149779736
HepG2	ENSG00000169021	166	29207538	0.3072289156626506
HepG2	ENSG00000169021	166	29207544	0.27710843373493976
HepG2	ENSG00000169021	166	29207783	0.24096385542168675
HepG2	ENSG00000169021	166	29207494	0.13855421686746988
HepG2	ENSG00000245848	60	33300258	0.25
HepG2	ENSG00000245848	60	33301234	0.35
HepG2	ENSG00000245848	60	33301165	0.23333333333333334
HepG2	ENSG00000245848	60	33301294	0.18333333333333332
HepG2	ENSG00000245848	60	33301408	0.08333333333333333
HepG2	ENSG00000136238	240	6402659	0.07083333333333333
HepG2	ENSG00000136238	240	6403154	0.03333333333333333
HepG2	ENSG00000153048	252	8855182	0.05952380952380952
HepG2	ENSG00000153048	252	8855124	0.15873015873015872
HepG2	ENSG00000110696	262	16755166	0.1297709923664122
HepG2	ENSG00000186184	286	27623207	0.4125874125874126
HepG2	ENSG00000186184	286	27623104	0.1258741258741259
HepG2	ENSG00000103202	229	400537	0.14847161572052403
HepG2	ENSG00000257017	367	72060859	0.3460490463215259
HepG2	ENSG00000257017	367	72060316	0.051771117166212535
HepG2	ENSG00000256338	149	28315965	0.09395973154362416
HepG2	ENSG00000256338	149	28315994	0.16778523489932887
HepG2	ENSG00000256338	149	28315854	0.21476510067114093
HepG2	ENSG00000131910	230	26911667	0.1391304347826087
HepG2	ENSG00000131910	230	26911682	0.4260869565217391
HepG2	ENSG00000131910	230	26911864	0.06521739130434782
HepG2	ENSG00000101474	258	24963207	0.12790697674418605
HepG2	ENSG00000116661	263	11648469	0.08745247148288973
HepG2	ENSG00000119888	287	47386851	0.09059233449477352
HepG2	ENSG00000119888	287	47386657	0.07665505226480836
HepG2	ENSG00000188229	241	137242645	0.05394190871369295
HepG2	ENSG00000113732	231	173034753	0.3246753246753247
HepG2	ENSG00000147872	250	19116294	0.168
HepG2	ENSG00000155876	113	19049844	0.3008849557522124
HepG2	ENSG00000155876	113	19049964	0.1592920353982301
HepG2	ENSG00000137331	197	30743844	0.5126903553299492
HepG2	ENSG00000137331	197	30743988	0.1218274111675127
HepG2	ENSG00000137331	197	30743976	0.10152284263959391
HepG2	ENSG00000137331	197	30743535	0.08629441624365482
HepG2	ENSG00000164405	312	132867418	0.003205128205128205
HepG2	ENSG00000062582	309	43866606	0.1553398058252427
HepG2	ENSG00000114784	168	40312107	0.30357142857142855
HepG2	ENSG00000160075	190	1541741	0.17894736842105263
HepG2	ENSG00000160075	190	1564879	0.07368421052631578
HepG2	ENSG00000204386	238	31859682	0.453781512605042
HepG2	ENSG00000204386	238	31859446	0.10084033613445378
HepG2	ENSG00000204386	238	31859553	0.39915966386554624
HepG2	ENSG00000213585	329	133972063	0.11550151975683891
HepG2	ENSG00000213585	329	133972348	0.057750759878419454
HepG2	ENSG00000103035	230	74305358	0.14347826086956522
HepG2	ENSG00000103035	230	74306071	0.11739130434782609
HepG2	ENSG00000103035	230	74305903	0.14347826086956522
HepG2	ENSG00000173272	205	131484048	0.0975609756097561
HepG2	ENSG00000179218	100	12943936	0.29
HepG2	ENSG00000179218	100	12944390	0.03
HepG2	ENSG00000069849	212	141925765	0.25943396226415094
HepG2	ENSG00000136240	100	6462435	0.09
HepG2	ENSG00000188488	425	94587853	0.36705882352941177
HepG2	ENSG00000188488	425	94587919	0.2988235294117647
HepG2	ENSG00000188488	425	94590264	0.23529411764705882
HepG2	ENSG00000188488	425	94592778	0.2541176470588235
HepG2	ENSG00000188488	425	94587502	0.46352941176470586
HepG2	ENSG00000124802	243	8079911	0.053497942386831275
HepG2	ENSG00000124802	243	8079820	0.13580246913580246
HepG2	ENSG00000131495	137	140645535	0.11678832116788321
HepG2	ENSG00000204389	199	31817583	0.3015075376884422
HepG2	ENSG00000204389	199	31816451	0.19095477386934673
HepG2	ENSG00000204389	199	31817724	0.11557788944723618
HepG2	ENSG00000182768	155	90271914	0.5741935483870968
HepG2	ENSG00000247315	44	298296	0.38636363636363635
HepG2	ENSG00000247315	44	298466	0.18181818181818182
HepG2	ENSG00000247315	44	299440	0.4090909090909091
HepG2	ENSG00000247315	44	298173	0.13636363636363635
HepG2	ENSG00000247315	44	298389	0.09090909090909091
HepG2	ENSG00000135220	114	68951167	0.38596491228070173
HepG2	ENSG00000100243	145	42619288	0.12413793103448276
HepG2	ENSG00000182154	189	137552389	0.25925925925925924
HepG2	ENSG00000099800	150	2426643	0.3333333333333333
HepG2	ENSG00000099800	150	2426824	0.24
HepG2	ENSG00000184110	340	28724683	0.029411764705882353
HepG2	ENSG00000136897	217	101390286	0.6912442396313364
HepG2	ENSG00000136897	217	101390181	0.07373271889400922
HepG2	ENSG00000136897	217	101390297	0.15668202764976957
HepG2	ENSG00000136897	217	101390595	0.08294930875576037
HepG2	ENSG00000179010	207	6641044	0.17391304347826086
HepG2	ENSG00000179010	207	6642235	0.27053140096618356
HepG2	ENSG00000179010	207	6642494	0.2608695652173913
HepG2	ENSG00000179010	207	6642289	0.21739130434782608
HepG2	ENSG00000179010	207	6642581	0.11594202898550725
HepG2	ENSG00000104635	302	22419818	0.10264900662251655
HepG2	ENSG00000104635	302	22421483	0.08609271523178808
HepG2	ENSG00000104635	302	22419763	0.20198675496688742
HepG2	ENSG00000104635	302	22420142	0.08609271523178808
HepG2	ENSG00000104635	302	22420543	0.22847682119205298
HepG2	ENSG00000104635	302	22419721	0.12582781456953643
HepG2	ENSG00000196419	355	41663811	0.0676056338028169
HepG2	ENSG00000196419	355	41663936	0.07323943661971831
HepG2	ENSG00000170540	143	18793034	0.15384615384615385
HepG2	ENSG00000100889	251	24104092	0.17131474103585656
HepG2	ENSG00000100889	251	24103843	0.24701195219123506
HepG2	ENSG00000093010	177	19968920	0.07344632768361582
HepG2	ENSG00000214113	95	5108921	0.042105263157894736
HepG2	ENSG00000214113	95	5109251	0.5052631578947369
HepG2	ENSG00000254999	214	10126842	0.0514018691588785
HepG2	ENSG00000084733	112	26034247	0.24107142857142858
HepG2	ENSG00000100823	234	20457353	0.47863247863247865
HepG2	ENSG00000100823	234	20456760	0.05555555555555555
HepG2	ENSG00000258818	93	20700218	0.053763440860215055
HepG2	ENSG00000119318	69	107329662	0.5652173913043478
HepG2	ENSG00000119318	69	107329569	0.18840579710144928
HepG2	ENSG00000104979	251	13778250	0.11952191235059761
HepG2	ENSG00000180992	139	44113816	0.381294964028777
HepG2	ENSG00000116133	249	54850697	0.21686746987951808
HepG2	ENSG00000125870	256	16741128	0.1328125
HepG2	ENSG00000100216	185	38683997	0.1891891891891892
HepG2	ENSG00000147853	150	4712898	0.10666666666666667
HepG2	ENSG00000147853	150	4712553	0.06
HepG2	ENSG00000129625	156	112878718	0.21794871794871795
HepG2	ENSG00000170348	165	75134701	0.3515151515151515
HepG2	ENSG00000170348	165	75134559	0.1696969696969697
HepG2	ENSG00000182117	264	34341898	0.35984848484848486
HepG2	ENSG00000213886	216	29555964	0.37962962962962965
HepG2	ENSG00000213886	216	29556017	0.2037037037037037
HepG2	ENSG00000168209	194	72275274	0.18556701030927836
HepG2	ENSG00000168209	194	72275034	0.4742268041237113
HepG2	ENSG00000089006	342	17967948	0.0029239766081871343
HepG2	ENSG00000089006	342	17968111	0.0029239766081871343
HepG2	ENSG00000090273	112	26946290	0.08928571428571429
HepG2	ENSG00000117906	133	76949146	0.08270676691729323
HepG2	ENSG00000134308	158	9630211	0.06329113924050633
HepG2	ENSG00000134308	158	9584090	0.0759493670886076
HepG2	ENSG00000204388	107	31829777	0.3644859813084112
HepG2	ENSG00000204388	107	31829923	0.2897196261682243
HepG2	ENSG00000204388	107	31828645	0.12149532710280374
HepG2	ENSG00000204388	107	31829914	0.37383177570093457
HepG2	ENSG00000204388	107	31829931	0.4392523364485981
HepG2	ENSG00000204388	107	31827872	0.07476635514018691
HepG2	ENSG00000145919	112	173607969	0.4732142857142857
HepG2	ENSG00000145919	112	173608002	0.044642857142857144
HepG2	ENSG00000145919	112	173607980	0.11607142857142858
HepG2	ENSG00000100528	169	54427645	0.07692307692307693
HepG2	ENSG00000132002	168	14515140	0.1130952380952381
HepG2	ENSG00000132002	168	14515863	0.08333333333333333
HepG2	ENSG00000132002	168	14516881	0.4583333333333333
HepG2	ENSG00000132002	168	14516025	0.06547619047619048
HepG2	ENSG00000132002	168	14515617	0.16071428571428573
HepG2	ENSG00000132002	168	14515909	0.2261904761904762
HepG2	ENSG00000132002	168	14515882	0.14285714285714285
HepG2	ENSG00000132002	168	14515920	0.5654761904761905
HepG2	ENSG00000132002	168	14514792	0.017857142857142856
HepG2	ENSG00000132002	168	14515147	0.05952380952380952
HepG2	ENSG00000120885	314	27609012	0.11464968152866242
HepG2	ENSG00000160113	97	17232220	0.23711340206185566
HepG2	ENSG00000160113	97	17232166	0.35051546391752575
HepG2	ENSG00000160113	97	17232257	0.24742268041237114
HepG2	ENSG00000160113	97	17245057	0.05154639175257732
HepG2	ENSG00000124226	187	49953720	0.1711229946524064
HepG2	ENSG00000124226	187	49953044	0.0213903743315508
HepG2	ENSG00000179933	89	23098077	0.6067415730337079
HepG2	ENSG00000179933	89	23098255	0.6853932584269663
HepG2	ENSG00000179933	89	23098461	0.24719101123595505
HepG2	ENSG00000106105	201	30633831	0.22388059701492538
HepG2	ENSG00000106105	201	30633863	0.1044776119402985
HepG2	ENSG00000140391	115	77046267	0.21739130434782608
HepG2	ENSG00000140612	243	84669674	0.04526748971193416
HepG2	ENSG00000140612	243	84669820	0.1111111111111111
HepG2	ENSG00000232388	247	18569379	0.41295546558704455
HepG2	ENSG00000232388	247	18569432	0.291497975708502
HepG2	ENSG00000116649	154	11054706	0.09090909090909091
HepG2	ENSG00000183978	157	42797912	0.15286624203821655
HepG2	ENSG00000233954	37	15807644	0.02702702702702703
HepG2	ENSG00000146731	50	56063572	0.1
HepG2	ENSG00000100906	185	35401987	0.42702702702702705
HepG2	ENSG00000051108	227	56943333	0.4933920704845815
HepG2	ENSG00000051108	227	56940142	0.07929515418502203
HepG2	ENSG00000051108	227	56943240	0.13215859030837004
HepG2	ENSG00000051108	227	56943371	0.15859030837004406
HepG2	ENSG00000168303	136	40132797	0.08823529411764706
HepG2	ENSG00000168303	136	40133011	0.38235294117647056
HepG2	ENSG00000197982	130	37809128	0.2846153846153846
HepG2	ENSG00000178913	96	141318710	0.2916666666666667
HepG2	ENSG00000178913	96	141320315	0.4270833333333333
HepG2	ENSG00000178913	96	141319919	0.125
HepG2	ENSG00000178913	96	141318964	0.16666666666666666
HepG2	ENSG00000178913	96	141320222	0.041666666666666664
HepG2	ENSG00000128309	123	37024760	0.0975609756097561
HepG2	ENSG00000128309	123	37029336	0.08130081300813008
HepG2	ENSG00000167397	157	31090986	0.19745222929936307
HepG2	ENSG00000124783	73	7289745	0.3835616438356164
HepG2	ENSG00000124762	208	36687166	0.14423076923076922
HepG2	ENSG00000124762	208	36684436	0.057692307692307696
HepG2	ENSG00000182108	62	10929484	0.3870967741935484
HepG2	ENSG00000182108	62	10942392	0.06451612903225806
HepG2	ENSG00000182108	62	10929250	0.03225806451612903
HepG2	ENSG00000182108	62	10941800	0.06451612903225806
HepG2	ENSG00000155660	107	149004110	0.16822429906542055
HepG2	ENSG00000136997	112	127741071	0.30357142857142855
HepG2	ENSG00000136997	112	127740591	0.22321428571428573
HepG2	ENSG00000136997	112	127741111	0.5535714285714286
HepG2	ENSG00000136997	112	127738657	0.23214285714285715
HepG2	ENSG00000136997	112	127740891	0.20535714285714285
HepG2	ENSG00000150540	230	138014279	0.11304347826086956
HepG2	ENSG00000150540	230	138013877	0.02608695652173913
HepG2	ENSG00000130313	182	17521257	0.34615384615384615
HepG2	ENSG00000168286	99	67843524	0.5656565656565656
HepG2	ENSG00000168286	99	67843622	0.4444444444444444
HepG2	ENSG00000168286	99	67843827	0.41414141414141414
HepG2	ENSG00000168286	99	67843972	0.3434343434343434
HepG2	ENSG00000168286	99	67843686	0.12121212121212122
HepG2	ENSG00000168286	99	67844002	0.12121212121212122
HepG2	ENSG00000168286	99	67844073	0.1414141414141414
HepG2	ENSG00000168439	178	64204271	0.47191011235955055
HepG2	ENSG00000170515	113	56113752	0.07964601769911504
HepG2	ENSG00000122565	93	26212169	0.12903225806451613
HepG2	ENSG00000175602	123	65891509	0.3983739837398374
HepG2	ENSG00000175602	123	65891568	0.2601626016260163
HepG2	ENSG00000175602	123	65891589	0.24390243902439024
HepG2	ENSG00000175602	123	65891037	0.15447154471544716
HepG2	ENSG00000175602	123	65891457	0.04878048780487805
HepG2	ENSG00000120053	81	99397453	0.1728395061728395
HepG2	ENSG00000120053	81	99397442	0.20987654320987653
HepG2	ENSG00000120053	81	99397361	0.07407407407407407
HepG2	ENSG00000167775	71	8302286	0.1267605633802817
HepG2	ENSG00000137547	107	54147888	0.1588785046728972
HepG2	ENSG00000117318	129	23558265	0.3798449612403101
HepG2	ENSG00000117318	129	23559440	0.10852713178294573
HepG2	ENSG00000088766	106	6037266	0.37735849056603776
HepG2	ENSG00000088766	106	6037154	0.1792452830188679
HepG2	ENSG00000165280	92	35057078	0.07608695652173914
HepG2	ENSG00000165280	92	35056587	0.043478260869565216
HepG2	ENSG00000078898	215	33023500	0.3581395348837209
HepG2	ENSG00000174684	98	66345596	0.5
HepG2	ENSG00000174684	98	66345927	0.23469387755102042
HepG2	ENSG00000174684	98	66346860	0.08163265306122448
HepG2	ENSG00000170099	176	94314164	0.5965909090909091
HepG2	ENSG00000170099	176	94314651	0.0625
HepG2	ENSG00000170099	176	94314342	0.38636363636363635
HepG2	ENSG00000170099	176	94309836	0.10795454545454546
HepG2	ENSG00000179958	123	30424270	0.0975609756097561
HepG2	ENSG00000179958	123	30424217	0.3089430894308943
HepG2	ENSG00000172586	136	73783253	0.11764705882352941
HepG2	ENSG00000172586	136	73783194	0.0661764705882353
HepG2	ENSG00000035141	90	70296604	0.06666666666666667
HepG2	ENSG00000035141	90	70297145	0.25555555555555554
HepG2	ENSG00000116285	160	8013385	0.375
HepG2	ENSG00000116285	160	8013984	0.39375
HepG2	ENSG00000116285	160	8014045	0.0875
HepG2	ENSG00000116285	160	8013280	0.325
HepG2	ENSG00000116285	160	8014096	0.31875
HepG2	ENSG00000116285	160	8014060	0.275
HepG2	ENSG00000116285	160	8013843	0.01875
HepG2	ENSG00000128524	142	128865582	0.2535211267605634
HepG2	ENSG00000147676	92	119243613	0.08695652173913043
HepG2	ENSG00000114125	131	141745249	0.22900763358778625
HepG2	ENSG00000114125	131	141745412	0.33587786259541985
HepG2	ENSG00000166557	78	79322443	0.14102564102564102
HepG2	ENSG00000221869	93	47736982	0.23655913978494625
HepG2	ENSG00000221869	93	47737024	0.06451612903225806
HepG2	ENSG00000221869	93	47737289	0.4731182795698925
HepG2	ENSG00000221869	93	47737159	0.16129032258064516
HepG2	ENSG00000221869	93	47737189	0.08602150537634409
HepG2	ENSG00000137207	120	43511976	0.08333333333333333
HepG2	ENSG00000137207	120	43512100	0.05
HepG2	ENSG00000074842	199	4657758	0.19095477386934673
HepG2	ENSG00000074842	199	4657905	0.2562814070351759
HepG2	ENSG00000074842	199	4657909	0.04522613065326633
HepG2	ENSG00000134294	115	46359861	0.06086956521739131
HepG2	ENSG00000134294	115	46359107	0.17391304347826086
HepG2	ENSG00000061794	177	27755432	0.3785310734463277
HepG2	ENSG00000177971	110	75639260	0.3181818181818182
HepG2	ENSG00000177971	110	75639417	0.21818181818181817
HepG2	ENSG00000177971	110	75639684	0.2
HepG2	ENSG00000177971	110	75639702	0.3181818181818182
HepG2	ENSG00000118640	131	85581917	0.2824427480916031
HepG2	ENSG00000131238	141	40073036	0.1702127659574468
HepG2	ENSG00000197006	157	21617916	0.1592356687898089
HepG2	ENSG00000197006	157	21655732	0.34394904458598724
HepG2	ENSG00000197006	157	21655797	0.09554140127388536
HepG2	ENSG00000197006	157	21655521	0.07643312101910828
HepG2	ENSG00000179041	14	66430390	0.5
HepG2	ENSG00000179041	14	66430570	0.21428571428571427
HepG2	ENSG00000179041	14	66429910	0.21428571428571427
HepG2	ENSG00000179041	14	66430266	0.5
HepG2	ENSG00000179041	14	66430308	0.2857142857142857
HepG2	ENSG00000179041	14	66430423	0.21428571428571427
HepG2	ENSG00000176046	94	28537562	0.13829787234042554
HepG2	ENSG00000115514	66	99333058	0.06060606060606061
HepG2	ENSG00000115514	66	99322107	0.30303030303030304
HepG2	ENSG00000078808	136	1217543	0.08088235294117647
HepG2	ENSG00000182199	129	57234388	0.10077519379844961
HepG2	ENSG00000179862	87	40862037	0.13793103448275862
HepG2	ENSG00000179862	87	40861314	0.20689655172413793
HepG2	ENSG00000179862	87	40861432	0.13793103448275862
HepG2	ENSG00000179862	87	40861613	0.1724137931034483
